	H800_swab_1	H800_swab_2	H801_swab_1	H802_swab_1	H802_swab_2	H803_swab_1	H803_swab_2	H804_swab_1	H804_swab_4	H805_swab_1	H805_swab_2	H806_swab_1	H806_swab_2	H807_swab_1	H807_swab_2	H809_swab_1	H809_swab_2	H810_swab_1	H813_swab_3	H813_swab_4	H814_chip	H814_chip_2	H815_chip	H817_chip	H817_swab_1	H817_swab_2	H818_swab_1	H818_swab_2	H819_swab_1	H819_swab_2	H820_swab_1	H820_swab_2	H821_chip	H821_swab_1	H821_swab_2	H822_swab_1	H822_swab_2	H823_chip	H823_swab_1	H825_swab_1	H825_swab_2	H827_chip	H827_swab_1	H827_swab_2	H831_chip	H831_chip_2	H831_swab_1	H831_swab_2	H833_swab_1	H834_swab_1	H834_swab_2	H835_chip	H835_chip_2	H837_swab_1	H837_swab_2	H838_chip	H840_chip	H840_swab_1	H840_swab_2	H841_chip	H841_swab_1	H841_swab_2
Cofactors, Vitamins, Prosthetic Groups; Coenzyme A	7084.5	4604.5	8809.75	1897	2213	4067	1141.5	2439	5648	6938.75	8445.25	7432.25	7991.75	6012.75	3329.75	1130.5	9109.5	7888.5	2449.5	2193.25	11194.5	2983.5	6161.5	1727.5	2859.25	2554.25	3208.25	2023.25	1383.75	6310.5	2606	1448.5	6492.75	2951	6158.75	2433.25	1416.75	255.5	2014.25	4304.25	2287.25	4316.5	5340.25	1318.5	33.5	963.25	3479.75	6192	6029.5	3148.5	6603.25	6734	1996.5	4538.25	5836.5	6491.5	1692.25	11018.75	7405.25	4793.5	7809.75	8286.5
Cofactors, Vitamins, Prosthetic Groups; Coenzyme B	0	0	0	2	0	124	0	2	0	1	0	1.5	1	0	0	0	0	0	0	2	0	1	3	31	25	1	2	13	2	1	0	0	0	0	0	16.5	14	0	2	0	2	19	1	0	0	0	0	7	1	0	0	0	0	137	174	1	0	0	0	12	0	0
Cofactors, Vitamins, Prosthetic Groups; Coenzyme F420	219	160	319	324	775	4882	73	438	1232	470	223	702	857	323	225	111	62	569	387	334	6106	1138	4385	1590	1291.66666666667	337	301	2928	30	70.6666666666667	58	68	5410	156	166	1191.33333333333	631	213	329	3828	1260.66666666667	5843	15	36	27	144	276	562	46	1354	3401	4752	1388	6261	8367	5901	2111	87	101	6250	626	263
Cofactors, Vitamins, Prosthetic Groups; Fe-S clusters	17293.5	11169.5	20681.3333333333	3279.66666666667	4653.83333333333	9873.5	3860	5636.16666666667	11358.1666666667	14393	19479.1666666667	24752	16194	15463.8333333333	14723.1666666667	1965.33333333333	12474.8333333333	9577	5490.83333333333	5493	38588	9214.33333333333	25104	5224.33333333333	5635.16666666667	5625.83333333333	6376.83333333333	5528.33333333333	2736.5	5761.66666666667	5462.83333333333	2293.5	19264.6666666667	3854	9382.33333333333	4916.33333333333	3397.83333333333	1070	4914.83333333333	14757.3333333333	5109.66666666667	13967.6666666667	6007.33333333333	2639.66666666667	85	2693.33333333333	5839.66666666667	10914.8333333333	20370.6666666667	7489.33333333333	17195.8333333333	26669.1666666667	8098.66666666667	10256	13890.3333333333	24500	6136.16666666667	25769.6666666667	18646.5	14763.1666666667	21258.3333333333	21586.8333333333
Cofactors, Vitamins, Prosthetic Groups; Folate and pterines	37463.9166666666	26351.1833333333	42426.8166666667	11380.7333333333	11737.65	13875.9833333333	11360.3666666667	14322.8666666667	25036.9166666667	39242.4	54896.5833333333	53420.2666666666	45749.9166666667	37324.3833333333	38243.4666666667	8899.81666666667	41695.8	30249.65	16368.1666666667	15330.4833333334	77116.7	16537.4333333333	42101.0999999999	7606.65	14680.45	16060.7833333334	19730.8166666667	8133.83333333334	9462.04999999999	24366.2833333334	17721.5166666667	9271.56666666666	48130.8666666667	15637.8666666667	30986.5833333334	12498.5166666667	8023.66666666666	2289.53333333333	12488.0666666667	34745.2500000001	15011.5333333333	24978.7166666667	27989.8833333333	7793.70000000001	227.533333333333	7140.01666666666	21877.6333333333	38862.3166666667	45275.3833333334	19027.2	40249.2	56354.9	15881.8166666667	12679.4166666667	16957.0333333333	46610.1666666667	15445.3166666667	77145.55	54937.4833333333	31181.8833333334	58729.5166666667	62922.0833333332
Cofactors, Vitamins, Prosthetic Groups; Lipoic acid	13538.1	12709.5833333333	14909.4	5805.49999999998	6193.48333333331	9278.73333333332	4690.98333333334	6960.29999999994	14314.8	17301.4166666667	24450.3000000001	27738.6166666668	17600.2333333333	17097.6833333333	16910.8	5158.46666666666	12333.9833333333	11906.95	7805.64999999996	7191.21666666664	32388.3000000001	8419.64999999998	24710.65	4881.03333333333	7732.41666666665	7665.94999999996	9175.43333333333	5652.31666666666	5322.1	8755.36666666665	8873.93333333333	4548.38333333333	18602.7166666667	6015.86666666666	13980.0333333333	6730.21666666662	4211.56666666667	1015.03333333333	5818.06666666663	14373.5333333333	6508.63333333332	11604.4333333333	12476.0666666667	3423.76666666667	103.1	2864.31666666667	9531.76666666666	16559.25	27281.7	8459.05	17891.65	21813.2166666667	6424.68333333333	9174.95	12789.5	17537.0666666667	5995.71666666666	25521.0833333334	19752.1000000001	13116.0166666667	21912	23793.4666666668
Cofactors, Vitamins, Prosthetic Groups; Mycofactocin	149	61	236	94	163	110	10	213	39	105	124	715	473	108	57	20	13	18	179	79	4163	1281	3130	634	82	179	19	29	10	14	7	32	5793	97	272	79	56	189	154	3103	1090	2245	6	14	16	26	253	529	7	2474	5973	4315	1184	102	122	3719	1316	19	26	456	73	65
Cofactors, Vitamins, Prosthetic Groups; NAD and NADP	13114.6666666667	12275.1666666667	15620	4531	5372.5	12443.3333333333	4171.5	5740.50000000001	11677.1666666667	17750.5	27353.5	27621.3333333333	18133.1666666667	14207.8333333333	9913.50000000001	4425	14335.3333333333	13463.3333333333	6785.83333333334	6529.16666666667	26749.6666666667	6943.5	15348.5	4167.5	7541.5	6115.66666666667	8921.5	5759.5	4746.5	12292	7713.83333333334	4035	16338.6666666667	6721.83333333333	15505.6666666667	5664.66666666666	3733.5	725.833333333333	4885.33333333334	12765	5348.00000000001	12054.5	11884.8333333333	3332.66666666667	90.8333333333333	2742.83333333334	9992.49999999999	17619.1666666667	29624.8333333333	7008.33333333334	13756.1666666667	18482.6666666667	5809.83333333334	13375	17697.5	17064.8333333333	5461.83333333333	28490	22447.6666666667	13732.5	21852.5	26374.6666666667
Cofactors, Vitamins, Prosthetic Groups; Pyridoxine	10618.25	8293.5	12132	3688	4023.25	5811.25	2852.75	4638.5	8104	10361.75	16627.75	15662	14229	9817	9517.5	3016.25	16298.75	9048.25	5258.25	5089.75	18949	5400.5	14239.75	2967.75	5251.75	4939	6030.08333333333	3530	3299.75	6552.75	5185.25	3013.25	10201	4347.25	8989.75	4292.5	2642.75	570.25	4074.75	7804.75	4011.75	7482.75	8262.25	2764.25	65.25	2131.75	5360	8475.25	13126.25	4582.5	8686	12680.25	3818.25	5060.75	7089.5	11231.75	3193.75	26598.5	16187	7722.25	17709	17946.25
Cofactors, Vitamins, Prosthetic Groups; Quinone cofactors	13518.5	9254.5	15447	2840.5	4302	11202	3652	4878	7121	15639.5	25982	25065.5	21714.5	15982	14218.5	2459.5	19440.5	15405.5	6051	5472	32091.5	5587	19919.5	4453.5	6488	5313.5	7555	6661.5	2766.5	11412	6348.5	2339.5	20978.5	6427	14974.5	4803	3209	883	4625	14164.5	5409	15349	13263.5	2156	99	3289.5	9192	18432.5	20952	8998.5	20511.5	21692.5	6330.5	11574	16140.5	20574.5	6755	38055	27662.5	15592.5	29178	28524.5
Cofactors, Vitamins, Prosthetic Groups; Riboflavin, FMN, FAD	3019.33333333333	2827.33333333333	3466	1241.83333333333	1641.16666666667	6023.83333333333	708.833333333333	1436.16666666667	2820.16666666667	3531.33333333333	4930.83333333333	4585.83333333333	4056.83333333333	2376.5	1933.33333333333	808.166666666667	3809.5	3775.66666666667	1522.16666666667	1418.16666666667	4031	1197.66666666667	2996.16666666667	1922.33333333333	2481.5	1456	1864.33333333333	3437.83333333333	930.5	2712	1296	803	3358.5	1669	3032.83333333333	1873	1174.33333333333	148.5	1011.5	3106.16666666667	1399.5	5575.33333333333	2378.66666666667	745.333333333333	32.8333333333333	702.333333333333	1707.66666666667	2865.16666666667	3445.66666666667	1543	3091	3022.66666666667	818.166666666667	6756.66666666667	9289.16666666666	4067.66666666667	1516.16666666667	6441	4763.66666666667	6388.16666666667	5361.33333333334	5746
Cofactors, Vitamins, Prosthetic Groups; Tetrapyrroles	25934.3333333333	21317.0833333333	27176.3333333333	7727.08333333334	9834.24999999998	27053.1666666667	6687.25	10016.6666666667	17708.6666666667	26348.8333333334	42772.0833333333	46878	29890.25	25162.3333333333	23119.5	5744.91666666667	20956.4166666666	29249.9166666667	11898.25	10807.75	53092.3333333333	12015.6666666667	37431.5833333333	10681.6666666667	13821	10436.5833333333	13100.5833333333	15617.5833333333	6489.66666666667	21804.25	9933.75	6078	44264.3333333333	12739.3333333333	23689.1666666666	11808.1666666667	8323.25	1435.83333333333	10496.75	25340.25	10801.25	31823.6666666667	8682.91666666666	7567.91666666667	250.333333333333	5488	11347.9166666667	22024	35703.3333333333	9392.75	16737.1666666667	33326.0833333333	9802	30845.25	42035.5	39869.0833333333	11903.5	38106.75	36189.75	41205.8333333333	44286.1666666667	53452.0833333334
Cofactors, Vitamins, Prosthetic Groups; Thiamin	5241	2582	5588.33333333333	1467.66666666667	2170.33333333333	8003	1424	1559.66666666667	2724.66666666667	6463	6676.66666666667	7728	8673	6094.33333333333	6513.66666666666	951.333333333333	7812.33333333333	4672	1644.33333333333	1565	11252	2472.33333333333	5364	2469.33333333333	3153.66666666667	1501.33333333333	3411.33333333333	5678.33333333333	1050	3103.66666666667	1229.33333333333	630	10633.6666666667	1858	4456.33333333333	2715.33333333333	1547.33333333333	387	1079.33333333333	5547.33333333333	2381.66666666667	7489.66666666667	4132.33333333333	571.666666666667	67	1013.33333333333	3725.66666666667	7951.33333333333	5686.66666666667	3083.33333333333	6785.33333333333	8647.66666666667	2362.66666666667	8948	11724.3333333333	8514	2714.66666666667	14356.6666666667	7742	7107.66666666667	7484.33333333333	8766.33333333334
DNA Processing; 	3782	5725	5051	1391	2270	6402	3182	3016	5444	13315	22083	22965	8162	29534	30790	943	1459	3283	4094	3333	39295	8538	33852	1548	3738	3357	3278	1145	727	2092	3907	643	12459	1515	3261	2429	1698	1273	3224	13091	3274	13769	3311	1559	65	1630	3749	6648	14309	3652	2636	30719	9728	3297	3578	31983	5949	12746	5841	11017	15744	12019
DNA Processing; DNA recombination	11789	8439	13894	1966	2905	2873	3198	3637	8931	11857	18911	17932	13358	11699	12341	1357	11450	8578	3826	3859	22431	5259	14515	2428	2957	3940	4258	1462	2122	6673	4354	1359	10770	3218	7894	2610	1846	634	3395	7449	2845	5043	5797	1769	41	1929	4871	9371	15592	4684	10099	16109	4719	2060	3151	10914	3068	19651	15493	5870	15862	17607
DNA Processing; DNA repair	91124.9166666665	69576.1666666667	104604.833333333	22035.1666666667	30946.5833333335	54550.3333333334	29547.8333333334	35774.7500000002	66757.9166666666	111078.499999999	166909.833333333	173426.916666667	129694.833333332	110643.083333333	110018.75	15667.75	112930.499999999	94000.9166666664	35523.5833333335	36284.1666666669	206805.833333333	52947.5833333333	133037.083333333	26364	37954.5833333334	38476.5000000001	50583.6666666666	32087.6666666668	19502.9166666667	64063.8333333334	41081	16415	114476.083333333	37960.4166666668	86394.9999999999	30715.8333333335	20799.0833333334	6021.99999999999	32314.3333333335	79241.9166666661	30957.4166666668	74098.5833333331	57826.25	16428.75	615.166666666667	19357.8333333334	53801.8333333332	108938.666666666	155662.916666667	49432.0000000001	108766.583333333	142152.166666666	41591.3333333333	53134.1666666667	72203.9166666666	113968.166666666	33167.7500000001	217984.583333333	150267.916666667	79671.9166666666	156745.499999999	174135.25
DNA Processing; DNA replication	9285.16666666666	7092.5	10802.8333333333	1806.33333333334	4294.83333333333	24872.6666666666	2251.5	2738.83333333334	6421.83333333333	8661.66666666668	13614.5	16015.6666666667	10747	8536.16666666667	7674.33333333333	581	5967.5	7713.66666666667	2042.66666666667	2035.5	16109.5	3865.16666666667	8117.33333333332	6065.33333333333	5837.83333333333	2547.16666666667	3199.5	13847.5	1010.66666666667	5265.16666666667	2401.66666666666	585	12110.8333333333	2156.66666666667	5802.16666666667	5384.83333333334	3327.83333333333	458	2382.5	9450.33333333333	3558.83333333333	21107.6666666667	2815.33333333333	1508.16666666667	144.333333333333	1821.33333333333	3024.5	6972.83333333333	12518.8333333333	3778.16666666667	7528.5	10983.6666666667	3145.5	30031	36226	14051.5	4374	13794.8333333333	11072	19542.5	16214	17621.6666666667
DNA Processing; DNA sulfur modification	227	89	58	62	128	123	4	192	47	374	114	357	199	100	1771	22	42	13	150	128	21	9	87	145	279	108	43	769	17	41	10	42	180	67	709	109	181	2	173	195	80	237	6	16	2	38	587	253	58	124	56	661	181	415	788	121	101	135	589	407	492	308
DNA Processing; DNA uptake, competence	11993.9166666667	9076.33333333333	13257.25	2117.41666666667	3465.41666666667	2991.41666666667	5505.41666666667	4143.58333333333	8608.58333333333	19839.1666666667	23764.6666666667	28705.0833333333	22576.9166666667	20090.5833333333	23123.6666666667	1535.66666666667	13423.1666666667	9177.75	4414.66666666667	3989	29635	7336.33333333333	15863.25	2677.91666666667	3854	4047.66666666667	7757.16666666667	1507.91666666667	2033.75	6659.41666666667	5733.66666666667	1496.33333333333	16320.6666666667	3665.83333333333	15525.8333333333	2624.66666666667	1877.08333333333	710.916666666667	3467.25	11263.5	3866.16666666667	6736.41666666667	16842.75	2120.25	76.5	2738.08333333333	11545.9166666667	23648.5833333333	26363	6440	14750.3333333333	21378.9166666667	5911.33333333333	2017.75	3003	15610.5	4919	29497.75	21581.0833333333	9377.33333333333	21474.6666666667	25429.5833333333
Energy and Precursor Metabolites Generation; Central Metabolism	146021.849999999	116894.133333333	158497.166666668	51147.433333333	55201.5333333333	73319.1500000002	36674.7500000001	67070.1166666669	103231.2	145005.849999999	234664.966666667	218421.883333333	174311.516666666	151626.383333333	143923.016666666	38695.6166666669	146908.866666666	171751.616666666	71144.7833333333	66817.1833333331	332610.633333334	76430.4166666668	231118.150000002	40248.4166666666	70084.8999999996	69923.0166666668	76308.3999999995	45650.0666666663	42475.5833333335	131665.116666666	74913.3	39710.5833333332	193980.416666668	73916.7833333331	147451.183333334	57455.8666666663	38091.8500000002	9709.65000000002	58273.6666666658	142584.049999999	61047.4999999997	112885.783333332	90500.0166666663	36096.45	878.516666666667	30181.8166666668	70251.5166666664	126293.816666666	176206.433333332	89659.4666666668	187814.5	221471.116666668	64286.7166666666	69719.8166666668	95373.1333333331	199203.733333334	59524.4833333335	323559.683333331	224632.649999999	127274.549999999	234538.383333334	265254.75
Energy and Precursor Metabolites Generation; Fermentation	10629.3333333333	8220.66666666666	11480.6666666667	6480.5	6264.75	12073.25	2247.5	6705.25000000002	8792.33333333334	10453.4166666667	17292.4166666667	14465.3333333334	18090.75	9129.41666666667	7239.74999999999	4624.58333333334	23038.8333333333	11568	6584.66666666668	6744.00000000001	24027.75	5587.58333333333	14966	4682	8577	7207.08333333335	8371.16666666667	7369.33333333333	4635.5	11441.3333333333	6954.33333333333	5261.41666666667	17833	8129.00000000001	9227.41666666666	7698.66666666669	4053	725.916666666666	5020.08333333334	12643	7275.83333333335	14781.6666666667	7603.33333333333	3620.08333333333	84	2721.16666666667	6009.41666666668	9316.08333333334	7637.83333333332	8310.91666666668	17687	13758.3333333334	3991.33333333333	13853.0833333333	18684.75	18804.9166666667	5718.08333333334	41084.1666666666	22833.25	14066.5833333334	21729.4166666667	21892.9166666666
Energy and Precursor Metabolites Generation; Methanogenesis	459	281	300.5	126.5	98.5	21.5	47.5	215	133	110	78.5	81	24	347.5	169.5	17	79	2702	403	333	0	13	206	1.5	191	219.5	45.5	55.5	104	2531	18.5	72	4	906.5	671	115	69	0	300.5	54.5	47	11	10	215	0	32	47.5	71.5	123	57	17	16	7	18.5	27.5	11	8	1015.5	196	24	316	550.5
Fatty Acids, Lipids, and Isoprenoids; 	298	202	153	139.5	145	63	62.5	217.5	102	286.5	164	1400	175.5	568.5	155.5	23	57.5	82.5	347	253.5	432	432	257.5	5	141.5	265	479.5	44	88	94.5	163	44.5	36	65	323.5	137	85.5	15	270.5	56	49.5	3	8	24.5	0	74.5	59	172	78	86	44.5	655.5	124	3	14	69.5	2.5	22.5	221.5	8	226.5	1105
Fatty Acids, Lipids, and Isoprenoids; Fatty acids	50751.1904761909	42593.4047619047	50708.6666666667	21617.011904762	21732.9523809523	35308.7976190477	15649.9642857142	26707.0833333334	36849.3571428572	59145.1071428569	100111.035714286	100447.345238095	68516.9642857142	76928.845238095	85473.8333333328	13183.5119047619	59156.1428571429	64075.2142857143	28141.4285714286	24201.5238095238	127808.75	29246.5476190475	92871.3690476183	17397.2142857143	30420.892857143	27576.3452380953	35464.4761904762	20576.2976190477	14653.3452380952	42731.0000000001	33559.3571428572	15420.6428571428	85135.0833333333	24954.4880952381	58454.0476190474	23553.4047619048	14368.8452380952	3379.33333333333	22328.392857143	59600.773809524	26159.1309523811	42699.5833333334	43554.9761904763	12637.5238095238	406.761904761905	10382.7619047619	37554.3452380955	71416.7261904762	90617.6309523811	42514.8571428571	93888.8928571427	76875.5119047621	22679.5952380952	31785.7857142858	43255.7499999999	74953.5357142859	23147.2380952381	91762.1666666668	78625.7142857141	41003.9999999999	85270.0952380949	91494.333333333
Fatty Acids, Lipids, and Isoprenoids; Isoprenoids	8244.5	8476.5	8892.5	4289	4471	6392	3914	5106	6251	12840	15350	15551.5	11797.5	11628.5	10493	3321	7895.5	7105.5	5127	5029	24890.5	4753	19312.5	3322	5669	5541	6708.5	3982	3623.5	5392	7573	3302	15541	4100	7636	5078	2871	618	3879	11139	5285.5	9418.5	8436	2451.5	80.5	1979.5	5333.5	9737.5	12036.5	6742.5	14391	16007.5	4758.5	5390.5	7848.5	15737.5	4768.5	14722.5	12336	11525.5	13569.5	15971
Fatty Acids, Lipids, and Isoprenoids; Phospholipids	19835.3380952381	14507.680952381	18865	8731.28571428572	8805.02380952379	13500.9428571429	5939.14285714286	10058.4666666666	14119.6714285714	20921.7047619048	36231.5571428572	36092.4190476191	30757.342857143	20706.7857142857	21606.9666666667	6536.28571428571	32596.5952380953	28776.4428571429	11146.6857142857	10203.2714285714	40970	11038.3428571429	27494.4571428571	6643.10952380951	11946.6285714286	10942.5857142857	12333.9619047619	7669.6761904762	6894.81904761904	22795.8666666667	11063.7380952381	6154.79523809524	26385.8	13042.1476190476	18212.6428571429	9518.1476190476	5491.38571428571	1247.3	7882.92857142857	18995.0714285714	9091.20952380953	17177.7	12331.4952380952	5236.60476190476	125.852380952381	4247.18571428572	9891.48571428573	17448.3952380952	28684.8095238096	13882.6714285714	31269.8285714286	26245.1857142858	7805.38571428571	12333.1238095238	17184.6	27213.2238095238	8548.24761904761	53549.9333333334	31591.6428571429	17194.9666666667	37605.2523809524	34100.3333333334
Fatty Acids, Lipids, and Isoprenoids; Sphingolipids	4552	3400	6298	209	318	614	320	568	1410	2362	5651	2522	1485	859	358	91	144	1815	202	277	3974	796	1435	19	82	480	132	36	157	414	199	107	59	99	404	193	215	48	407	969	119	1363	29	27	7	280	29	176	604	72	65	1005	279	11	23	2192	43	218	1412	1142	1906	2461
Fatty Acids, Lipids, and Isoprenoids; Steroids and Hopanoids	4229	3998	4292.5	1082.5	1416	1991	751	2115.5	2495	3533.5	5218.5	3881	2799.5	4116	2950.5	410	1402.5	8309.5	3013.5	2261	6529	2111	12338	1896.5	3162.5	2732	1982	1060	632.5	5761.5	755	678.5	4911	3192.5	5194.5	1378.5	1174	172.5	2270	3388.5	1329	3001.5	931.5	1519	26.5	750	1425	2472.5	2886.5	2285.5	3908	3941.5	1166	1120.5	1555	5090.5	1428	6330	6688.5	3574	6037	8182.5
Fatty Acids, Lipids, and Isoprenoids; Unsaturated fatty acids	1000.5	295	1032.5	217	302.5	269.5	255	520.5	1154	1284.5	1561.5	466	1181.5	442.5	244.5	72.5	1209	1041	357.5	266	1820	1187.5	3370.5	266	441.5	436	497.5	55	178.5	1203.5	218.5	91.5	996	527	407.5	235.5	173	95.5	435	281	110.5	184.5	23	186	2	164	117.5	181.5	142	359	708	1295	514.5	19	53	445.5	68.5	1804.5	911	309.5	1959.5	1002
Iron acquisition and metabolism; 	7376.66666666667	1874.66666666667	8084	513.333333333333	1086.16666666667	998.166666666667	1866.83333333333	1446.5	3523.5	7493.66666666667	6742.83333333333	8907.16666666667	11867	9210.83333333334	11479.6666666667	343.666666666667	10961.8333333333	1310.5	1150.66666666667	997	15242.5	3332.5	3067.83333333333	1290	1268.5	835	3619.5	142.833333333333	351.5	1049.5	2451.5	196.333333333333	4426	738.333333333333	7776	544.833333333333	428.666666666667	383	876.5	2379	833.333333333333	3105	6272.33333333333	1080	18	1397.83333333333	6361.66666666667	13037.8333333333	9205.33333333333	1737.5	4223.83333333333	8509.83333333333	2586.16666666667	182	426.5	6104.83333333333	1160.5	23515.8333333333	10781.8333333333	3886.5	11374.5	13471.8333333333
Iron acquisition and metabolism; Siderophores	8558.66666666667	2666.16666666667	7602.16666666667	1380.83333333334	2157	1649.66666666667	1921.33333333333	3992.66666666668	2109.5	7198.16666666666	13200.3333333333	11237	21263	5421.5	5395.66666666667	1082.5	40913.6666666667	4359.5	3535.83333333334	2652.16666666667	5324	1751	2697.16666666667	1555.83333333333	6241	2031.5	11421.8333333333	1403.16666666667	1103.5	2369.5	2526.16666666667	1035.66666666667	3379.5	1991.83333333333	5124.5	1107.33333333333	1026.33333333334	139.833333333333	2127.16666666667	3327	1314.66666666667	1808.83333333333	5905.66666666666	1426	15	1845.83333333333	5600.5	12018.5	9659.83333333334	675.5	580.666666666667	4302.66666666667	1095.83333333333	809.166666666667	1368.83333333333	5223.5	1402.66666666667	51124.5	30176.6666666667	3385	18800.5	13815.3333333333
Membrane Transport; 	45190.1666666667	16874	56137.3333333333	2090.16666666667	4151.83333333333	3176.66666666667	37638.5	8208.66666666666	6038.33333333334	94535.3333333333	106006.5	28728	30236.1666666667	12083.8333333333	12670.6666666667	729.333333333333	26057	30210.1666666667	2847.5	4855.5	12719.1666666667	4487	5288.5	1363.5	1727.83333333333	5433.66666666667	1842.5	745.333333333333	1289.16666666667	12253	1395.66666666667	1330	5621.5	4931.83333333333	9898.83333333333	4206.5	2687.33333333333	575	5652.83333333333	21595.3333333333	2880.16666666667	934	3010.5	1532.83333333333	27	15681	2531.5	6664.33333333333	17695	2161.66666666667	3926.16666666667	12885	3842.5	825	1104.33333333333	4250	2146	45148.8333333333	74886.6666666667	8105.5	96861	188539.5
Membrane Transport; ABC transporters	29399.5	16784.1666666667	26203.1666666667	5425	7143	12735.8333333333	13504.1666666667	8774.16666666666	20734.3333333334	40783.1666666667	45162.3333333332	55225.3333333333	65984.3333333333	48857	53604.6666666666	3662.5	60383.3333333333	34319	11861.5	7852.33333333334	54648.6666666667	14049	31801.8333333333	6257.16666666666	12762	8509.99999999999	24071.1666666667	6640.33333333334	5208.16666666666	23912	19414.5	3677.33333333333	28107.8333333333	12556.6666666667	48525.8333333334	7220.66666666666	4960.83333333333	1647	8017.5	18798	7948.33333333334	13912.1666666667	48603.5	5840.5	144.833333333333	6602.16666666667	36459.5	69533.5	48667	8622.83333333333	16667.8333333333	36823	10968	9514.16666666667	13209.5	24358.3333333333	7862.5	125393.833333333	66656.3333333334	14569.8333333333	54531	65063.5000000001
Membrane Transport; Cation transporters	9848	7978.5	9819.5	2485	3483.5	5149.5	3754.5	4137.5	15084.5	15164	24803	19814.5	18783.5	15098.5	15259.5	1762	22434.5	16016	5016	4507.5	24968.5	5318	9580	2596	4706	4280	9023	2529	3217.5	12770	6591	1533.5	10053.5	5522.5	18299	3186.5	2381.5	520	4177.5	6704	2972	5980.5	8658.5	2401.5	55.5	3248.5	8733	17034.5	23324	6340.5	14273.5	10358	3386.5	4151.5	5962	10274	2655.5	40621.5	28246.5	7778.5	26465.5	29401.5
Membrane Transport; Multidrug efflux systems	56149.5	38901	63029.1666666667	5682	8972	7353	10661.5	13636.6666666667	29686.6666666667	44431	108903	76282	62139	27155.1666666667	16184.5	1968.5	87496.8333333333	83289.5	15701.6666666667	14193.8333333333	17463.5	6944	22466.5	4514.16666666667	13377	15315.1666666667	19378.5	3336	5272	50659	6477.5	4530	11824.5	22651.6666666667	54168.6666666667	8773	7877.16666666667	659.5	15913	13517.5	5458	5054	10527	11429	62	12349	13319.5	27317.5	68563	10201.5	17399.5	11438	3370	3041	5873.66666666667	8486.83333333333	3057.5	159993	105169	7543	107815.833333333	122129.833333333
Membrane Transport; Protein and nucleoprotein secretion system, Type IV	18542.25	26567.25	23191	2863	4346	5338	4399.75	6656	18912.25	18134.25	58181.75	72221.25	25556.75	20026.75	16787	1245.5	17118.5	31140.5	5959	6468.75	33605.25	7201	17461.5	1200.5	3466.75	6338.75	6077.75	981.75	1764.5	14534	5465	2062	13690.5	5117.25	19357.75	3711	2740.5	765.5	5867.25	10837.75	3627.25	4663	6851	3359.75	39.75	5472.5	8028.75	17504.5	75961	7420.5	15707.25	20273.25	5717.5	284.25	1064.75	17846.5	3844.75	38547.25	39328.75	7990.75	41706.75	53526.25
Membrane Transport; Protein secretion system	593.5	295.5	290	21.5	139.5	39.5	711	76	154	2397.5	2912	2799.5	4992	2883	3432.5	42.5	11007.5	1152.5	179	198	49	19	15.5	42.5	159.5	61	621	9	18	1064	749	21	101	293.5	1576	38.5	34	0	167	50	21.5	7	2617.5	160	0	201.5	1353	3170.5	1144.5	15	31	2.5	0	5.5	19.5	0	6	5136	1394	0	2635.5	951
Membrane Transport; Protein secretion system, Type I	3082	3078	3269	140	353.5	72.5	1268	585.5	577	2842.5	5334	4302.5	4336	663	223	49	5963	1605.5	282	395	5.5	38.5	189.5	12	114.5	445	60	53	49	207	66.5	142	34	102.5	504	305	207.5	18.5	433.5	395	113.5	7	31.5	541.5	1	1188	42.5	77	2585.5	57.5	141	23	20	32	84	1	17	41098.5	17956	53	11483.5	9392
Membrane Transport; Protein secretion system, Type II	16030	14074.75	19136.5	1618	2318.75	1697.5	2355.75	3845.5	6782.75	8180.75	25035.75	21551.25	11506	8930.75	4957.75	829.25	2458.75	18469.25	3879.75	3503.25	5141.25	4644.75	13606.75	571.5	2504	4150.5	3190.5	592.5	1012.5	10827.5	1893.25	1202.25	753.25	5388	13359	2159	1766.5	276	3742.75	1722	1023	319.5	4437.75	2084.5	2.5	2778.5	3144	6643.5	27090	1194.25	1434.75	3846	1318.25	98.75	754.25	1186.75	137.75	32032	24575.25	653.5	20493.5	30876.75
Membrane Transport; Protein secretion system, Type III	66.1666666666667	100.166666666667	258.666666666667	31.6666666666667	41.5	13.6666666666667	80.3333333333333	81.5	680.5	396.333333333333	605.666666666667	1837.83333333333	2640.33333333333	229.333333333333	52	12	2185.83333333333	285	43.1666666666667	73.3333333333333	16	13.6666666666667	40.6666666666667	0	58.3333333333333	69.6666666666667	68.1666666666667	22.3333333333333	22	20	57	81.5	5.33333333333333	64.5	189	58.6666666666667	122.666666666667	0	157.5	47.5	44	2.33333333333333	20.5	12	0	207.5	44.3333333333333	37.6666666666667	79	65	42.3333333333333	32.3333333333333	9.33333333333333	2	19	14	5.16666666666667	4659.5	2042.33333333333	3	3153.66666666667	1567.83333333333
Membrane Transport; Protein secretion system, Type VI	1374	1200	1349	446.5	666.5	116.5	235	801	1054	1314	15808.5	14601.5	10718	1396.5	793.5	113.5	33015	12040.5	1048	944	9	47	1496	4	700	1091.5	550	178	540.5	13696	135.5	309.5	42	2434.5	8989.5	605.5	577	3	1362.5	482.5	319	6.5	54.5	82.5	1	1807	151.5	120.5	16174	331.5	186	10.5	10	50	936.5	7.5	23	54040	28096.5	194	10786.5	22664.5
