	H800_swab_1	H800_swab_2	H801_swab_1	H802_swab_1	H802_swab_2	H803_swab_1	H803_swab_2	H804_swab_1	H804_swab_4	H805_swab_1	H805_swab_2	H806_swab_1	H806_swab_2	H807_swab_1	H807_swab_2	H809_swab_1	H809_swab_2	H810_swab_1	H813_swab_3	H813_swab_4	H814_chip	H814_chip_2	H815_chip	H817_chip	H817_swab_1	H817_swab_2	H818_swab_1	H818_swab_2	H819_swab_1	H819_swab_2	H820_swab_1	H820_swab_2	H821_chip	H821_swab_1	H821_swab_2	H822_swab_1	H822_swab_2	H823_chip	H823_swab_1	H825_swab_1	H825_swab_2	H827_chip	H827_swab_1	H827_swab_2	H831_chip	H831_chip_2	H831_swab_1	H831_swab_2	H833_swab_1	H834_swab_1	H834_swab_2	H835_chip	H835_chip_2	H837_swab_1	H837_swab_2	H838_chip	H840_chip	H840_swab_1	H840_swab_2	H841_chip	H841_swab_1	H841_swab_2
Carbohydrates; Amino sugars and nucleotide sugars 	2881.93333333334	2601.46666666667	3141.13333333333	800.999999999999	1136.63333333333	1665.1	1194.53333333333	1185.05	2744.06666666667	5026.08333333333	5445.06666666666	6023.83333333333	4818.45	3820.2	2762.61666666667	427.716666666667	3456.4	2972.46666666667	1315.36666666667	1406.26666666667	5843.13333333333	1248.95	2368.18333333334	604.083333333333	1577.78333333333	1338.7	2738.13333333333	956.366666666666	614.3	1840.9	1532.46666666667	521.166666666666	2824.15	1268.9	3982.95	990.616666666666	655.95	127.733333333333	1136.06666666667	2756.86666666666	962.05	2083.61666666667	2976.56666666667	494.2	19.65	796	3747.43333333333	7387.31666666667	7716.8	875.166666666667	1658.03333333333	3348.8	979.4	1461.28333333333	2027	2825.18333333333	1058.36666666667	7451.7	8221.86666666666	2786.26666666667	5556.79999999999	7924.29999999999
Carbohydrates; C-1 compound metabolism	13884.5833333333	10263.6833333333	16943.4	3849.15	4252.06666666667	4008.23333333333	2170.03333333333	5563.28333333332	10012.75	10114.5666666667	19452.0833333334	17609.5166666667	14054	7637.13333333333	5671.63333333333	3507.31666666666	12406.9666666667	13294.9833333333	5789.5	5578.23333333332	27214.45	6216.1	17828.5166666667	3589.15	4959.36666666667	5415.2	6147.81666666666	2978.5	4042.3	9556.53333333333	4671.51666666666	3034.9	17365.6166666667	5118.11666666666	9521.91666666666	4295.18333333333	2887.58333333333	701.616666666667	4466.56666666666	12190.1666666667	4880.2	8038.63333333333	3711.88333333333	2165.45	75.7	2353.35	5165.46666666666	9590.64999999999	16301.9666666667	6963.61666666667	14326.95	18662.7333333333	5417.56666666667	3471.58333333333	4806.53333333333	16011.6666666667	4617.06666666667	24151.1333333334	17378.9	9713.46666666667	20199.1833333333	21396.5
Carbohydrates; CO2 fixation	30651.6666666666	16094.0166666667	36430.8166666667	8778.73333333332	8751.23333333334	9040.89999999999	5619.7	10986.3666666667	15855.5833333334	23502.65	36391.25	35854.6	30122.2500000001	23250.8	22341.8833333334	6749.31666666667	25796.55	27087.2333333333	12436.5833333333	11952.4	58991.3666666667	14144.1	39405.35	6636.23333333333	11065.45	11914.6166666666	11664.9	6001.58333333333	7258.71666666667	26980.2000000001	11365.7666666667	6884.31666666667	34958.7833333334	14601.7833333333	25485.2500000001	8878.43333333333	6364.58333333333	1697.61666666667	10167.3166666667	24836.3333333333	10443.6166666667	15107.8	15026.2166666667	7051.7	149.866666666667	4812.6	12032.8	21793.3166666667	27519.1333333333	13836.7	27393.5333333334	42900.9833333334	12429.4	7036.33333333333	10031.2	35604.4166666667	10164.3166666667	50102.6333333334	35010.4833333333	19306.4666666667	39676.1833333333	42546.5
Carbohydrates; Carboxylic acids	2669.16666666667	684	3000.33333333333	315.5	339.666666666667	780	200.333333333333	391.333333333333	502.333333333333	1076.83333333333	2421	1492.33333333333	1768.16666666667	1311.33333333333	653.833333333333	101.333333333333	2879.66666666667	1892	383.5	390.5	800.333333333333	154.333333333333	1101.83333333333	50.8333333333333	220.666666666667	380.666666666667	244	68.3333333333333	172.333333333333	1818	155	161.666666666667	1326	735.166666666667	2458.5	287.666666666667	196.5	24.5	366	605.666666666667	320.833333333334	204.333333333333	253.333333333333	419.666666666666	1.5	410.666666666667	427.666666666667	753.833333333333	548.833333333333	359.166666666667	806.5	644.666666666667	146.666666666667	30.5	102.5	1525	348	13853	6315.33333333333	253.333333333333	3116.66666666667	3561.83333333333
Carbohydrates; Di- and oligosaccharides	14405	25602	14296	11268	12107	17181	9750	12131	24680	39857	47901	27540	30435	31194	28327	8605	22797	10237	15845	14143	66594	14398	32869	7653	19545	15332	31553	10303	9709	12047	15556	9328	28621	9052	35065	14865	8278	1524	11163	27826	13861	17868	34146	6084	218	5345	29592	54716	40775	13369	24758	32277	10258	16739	22976	22765	10615	52218	50114	19238	33799	53611
Carbohydrates; Monosaccharides	24890.3666666667	31073.2666666668	25499.4333333334	7381.66666666666	8879.43333333332	8114.69999999999	10149.5666666667	10462.1833333333	26904.6333333334	37447.9166666667	55969.1333333333	44215.6666666668	54464.9833333334	26779.0666666667	22097.3166666667	5801.01666666666	74992.9666666666	38848.9333333334	12054.9	11902.7	62238.2666666667	15169.9833333333	28010.1166666667	4684.25	12240.3166666667	11891.0666666667	23563.1	5081.73333333333	7867.76666666666	31520.6333333333	12090.6	6896	22845.8833333333	16147.8	41781.8166666667	9552.31666666666	5855.14999999999	1461.8	9752.3	23610.0666666667	9827.01666666666	12191.15	22325.8	5929.56666666666	142.55	6672.99999999998	20967.5333333333	40081.3833333333	40629.2666666667	8025.66666666666	14232.2333333333	37095.9333333333	10632.6333333333	7372.81666666666	10129	23549.7833333333	9622.56666666666	119604.566666667	72874.2333333333	14436.3666666667	52291.7666666666	65308.4333333333
Carbohydrates; Polysaccharides	21606.5	12313.5	26047	3957	4884.5	1028	3058.5	6782.5	15217	14150	25806	20107	17980.5	9582	4771.5	2084	23882.5	23757	7515	7731	26658	9370	30186.5	2169.5	5510.5	7598.5	6171.5	1680.5	3594	20433.5	4333	2760	13061	9213	12743	4987	3707	1193	8009	9671.5	4072.5	1637	5347.5	3015	31	2970	5215.5	9158	13704.5	6456.5	11395	23331.5	6856	337	566	9895.5	2902.5	45382	24247.5	4978	26456.5	25838.5
Carbohydrates; Sugar acids	1649.25	1551.75	1411.25	340	380.25	1048.75	763.5	498.75	1245.5	1783.25	4584	2849.75	10037.75	1978.5	265.75	125.5	14869.5	4611.5	540.75	447.25	754.5	476.5	729.5	144	526	501.5	357.5	414.25	195.75	3366.75	131.5	187.25	511.5	1428.5	2001.25	433.5	340.25	40.25	460.75	536.75	266.5	561.75	174.25	468	2.5	539.5	394	715.25	335.5	197.5	167.25	544	163.75	780.5	980.75	522.5	322.25	5641.5	3530.75	569.75	4402.5	4951
Carbohydrates; Sugar alcohols	17960.3333333333	8247.49999999999	16798.5833333333	3450.66666666667	4343	4413.83333333333	4803	5415.83333333334	10856.3333333333	18316	29185.6666666667	19095.6666666667	28782.3333333334	19447.6666666667	16191.5	2573	39860.6666666667	27335.1666666667	6624.5	5555	32323.1666666667	8517.49999999999	28509	2705.5	7003.49999999999	6356.75	11206.5	2184.25	4881.33333333334	22245.9166666667	7618.5	2584.66666666667	14295.3333333333	10022.5	22300.3333333333	4474.5	3653.83333333334	1218	6501.66666666666	10070.5	4398.16666666667	3972.16666666667	7403.16666666667	1923.83333333333	85.6666666666667	3177.33333333333	9777.00000000001	20219.4166666666	11405.8333333333	5656.83333333333	9860.16666666667	20331.3333333333	5986.66666666666	2150.83333333333	3112.66666666667	11490.3333333333	3936.16666666667	40179	22477.8333333333	4701.33333333333	23080.1666666667	32870.3333333333
Cell Cycle, Cell Division and Death; 	80892.6666666665	58826.7666666667	94199.4666666664	15934.5333333333	21498.9000000002	22607.8000000001	21819.5333333334	27236.2000000002	52649.0333333334	85649.0333333332	125441.833333333	122548.8	96279.2666666663	79656.0999999996	80312.5333333331	12390.4333333333	81865.6666666664	58204.7666666667	27505.3666666668	27345.2000000002	141513.066666666	34808.3	90229.5333333326	17006.6333333334	27580.9000000001	27576.0000000002	42075.9	13040.8666666666	15396.9	43117.2666666667	31705.4333333334	12743.6666666666	71776.4666666667	24166.1666666667	61984.8666666667	19902.4666666667	13266.2666666666	3950.76666666666	23489.6333333334	54281.5000000001	20064.9333333334	40118.6333333333	51163.7333333333	13113.6666666667	340.833333333333	14339.8	41447.9333333334	80888.8666666665	112329.766666666	31444.5333333334	67783.1333333332	97257.9666666665	27584.8666666667	18271.3333333333	25611.5000000001	79099.7999999999	21185.9666666667	134761.233333333	107599.633333333	48588.5666666667	115715.466666666	129118.933333333
Cell Cycle, Cell Division and Death; Programmed Cell Death and Toxin-antitoxin Systems	3519	3138.66666666667	3440.5	804	1264.5	2752.5	1502	1732.83333333333	3713.66666666667	6299.83333333333	8636.5	9244.66666666667	9763.83333333334	7571.5	8127.5	458.833333333333	11029.5	5671.5	1940	1513.16666666667	13041.6666666667	3474.16666666667	10481.8333333333	2257.33333333333	1891.33333333333	1493.66666666667	2850.83333333333	495.833333333333	760.666666666667	4226.5	1369.83333333333	521	6147.66666666666	2094.16666666667	5945	934.833333333333	762	374.166666666667	1613.5	4258.66666666667	1409	2609.33333333333	5749.5	586.5	36.6666666666667	982	3321.83333333333	6879.66666666667	8042	3158.33333333333	7393.5	7578	1984.83333333333	602.333333333333	834.333333333333	5811.66666666667	1813.16666666667	14196.6666666667	8430.33333333333	4872.66666666667	9002	8410.83333333333
Cell Cycle, Cell Division and Death; Stationary phase, Dormancy, Persistence	4902.08333333333	4160	5949.41666666667	565.583333333333	840.166666666667	735.833333333333	1019	1479.08333333333	3007.16666666667	4547.66666666667	10272.75	8923.5	5943.83333333333	4468.41666666667	4264.08333333333	257.666666666667	6574.75	7943.58333333333	1347.25	1451.75	4381.58333333333	937	3336.25	574.75	679.916666666667	1501.83333333333	1051.25	229.666666666667	436.833333333333	5072.75	860.833333333333	426.5	1638.75	2401.41666666667	4243.66666666667	841	687.666666666667	160.5	1427.91666666667	1887.66666666667	598.333333333333	679	1718.25	589.416666666667	6.5	1093.25	1335.25	2712.41666666667	8948.25	1149.33333333333	2528.58333333333	2958.5	819.25	42	157.666666666667	1606	478	14125.6666666667	9350.83333333333	1274.25	9475.75	10401.5
Cell Envelope, Capsule and Slime layer; Capsule and Slime layer	11920.5	13448.5	10525.5	4506.5	5191.5	6125	4076	7006	15264	18510	29281	22491	21079	16065.5	14225	3205	20756.5	14266	7241	6711.5	36198.5	9832.5	28317.5	5273.5	6195.5	6976.5	7938	3630	4720.5	16363.5	7296	3338	20116	7600.5	12709.5	4984	3577.5	1172	6039	15390.5	5846	11080.5	6039	2737	65	3411	7486	13377.5	17908	8838.5	17744.5	27583.5	7619	9263.5	10858.5	22328	6158	68744	37124.5	13305.5	32287.5	26675
Cell Envelope, Capsule and Slime layer; Cell wall of Mycobacteria	5739.13333333333	4535.73333333333	5910.49999999999	1375	2054.83333333333	1546.9	1271	2932.4	3679.96666666667	4521.23333333333	8108.1	8182.06666666666	4784.26666666667	4425.16666666667	3570.73333333333	889.166666666666	5689.66666666667	4391.4	3197.53333333333	2628.1	14588.6666666667	4769.43333333333	15407.9666666667	3757.4	2281.26666666667	2671.56666666667	2900.43333333333	915.266666666666	1089.1	2902.6	1951.5	946.6	6110.23333333333	2046.3	4071.66666666667	1688.46666666667	1281.96666666667	574.9	2202.5	3538	1589.2	2946.93333333333	2207.2	696.266666666666	24.2	854.533333333333	2285.76666666667	3550.4	6009.66666666667	2205.46666666667	4135.36666666667	8689.86666666667	2542.3	1117.96666666667	1373.13333333333	6579.93333333333	1251.1	6361.96666666666	5863.5	2872.4	6643.4	7418.5
Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components	30807.4	25643.6166666667	34521.1166666667	6652.38333333333	9479.91666666665	13269.0833333333	7721.11666666667	12825.05	15265.7166666667	32739.15	73690.7333333333	62531.6	54508.8833333333	28091.85	21936.2833333333	2103.71666666667	72017.4333333333	41311.0666666667	12382.85	12540.7666666666	37369.5333333333	6899.53333333333	24443.3166666667	4312.66666666667	8913.68333333333	14103.5333333333	8182.4	8140.61666666666	3359.66666666667	23011.1	6820.04999999999	4078.58333333333	15184.0166666667	12778.2166666667	27279.9833333334	9976.5	6946.28333333334	925.216666666666	12942.8333333333	16610.6166666667	6592.36666666666	12685.8833333333	11370.5	5468.95	106.616666666667	8556.14999999998	9472.96666666667	17779.9833333334	57338.1500000001	9683.33333333332	15435.1333333333	22735.3833333333	6713.53333333333	12032.9833333333	16398.1833333333	16874.7166666667	5099.55	138515.5	79104.1833333332	16195.8666666667	76944.0166666666	76563.5333333333
Cell Envelope, Capsule and Slime layer; Gram-Positive (Monoderm) cell wall components	112.571428571429	98.7142857142857	99	67.2857142857143	179.857142857143	32.1428571428571	33.1428571428571	94.0000000000001	71.5714285714286	506.571428571429	262.857142857143	198.285714285714	131.142857142857	335.285714285714	436	30.2857142857143	161.428571428571	395.142857142857	372.285714285714	182.571428571428	125	44.1428571428572	156.857142857143	44.1428571428571	75.4285714285714	105.285714285714	330.428571428571	22.1428571428571	18.2857142857143	116	220.571428571429	31.4285714285714	180	37.7142857142857	1340.14285714286	68.7142857142858	31.2857142857143	4	75.4285714285715	187.571428571429	52.1428571428572	154	200.428571428571	35.5714285714286	1.28571428571429	60.2857142857143	1109.28571428571	1370.42857142857	283.142857142857	311.571428571429	829.428571428571	127.285714285714	28.2857142857143	4.85714285714286	9	139.857142857143	63.7142857142857	6994	190.142857142857	84	318.285714285715	194
Cell Envelope, Capsule and Slime layer; Peptidoglycan (Bacteria) or other polymers (Archaea)	430	523	506	82.5	128	166	165	209	515.5	861	748.5	1001.5	1276	779	538	29	943.5	291	206	173	1470.5	348	468.5	39	103.5	179.5	281.5	94	82	158.5	319.5	38.5	250.5	146	601.5	146	106.5	37	167	214	62	215	1012	73.5	2	103.5	476.5	1064.5	583	202.5	345.5	873	204.5	158	259.5	242	37.5	1640.5	868	187.5	790.5	894
Cell Envelope, Capsule and Slime layer; S-layer	1070.75	1245.75	751	338.5	402.75	244.25	791.75	630	1092.25	2085.75	4132.25	3290	2192.25	2561.5	2346.5	172.75	1315.25	1253.75	636.5	552.25	2923.25	572.5	2088	305.75	396.5	598	1115.25	110.25	251.5	768.75	589.75	251.75	1297	418	1487.25	408.5	303.25	93.25	629.25	1228.25	397.5	543.25	1729.25	215	4.75	344.5	1296.75	2633.5	4504.5	676.5	1326.25	2367.75	667.75	137.25	150.75	1694.75	387.75	2963	2769.75	869.75	2946.5	3448
Clustering-based subsystems; Cell Division	2210.16666666667	1799.91666666667	2435.75	310.916666666667	577.833333333333	831	557.75	713.083333333334	1647.66666666667	2291.58333333333	3405.16666666667	3522.5	2600.58333333333	2247.41666666667	2008.5	129.083333333333	2444.91666666667	2607	647.083333333333	664.083333333333	5474.24999999999	1243.16666666667	3114.5	446.5	595.583333333333	733.083333333334	823.916666666667	360	298.25	1731	650.916666666667	178.916666666667	2331.66666666666	938.5	1653.16666666667	484.166666666667	352.916666666667	132.666666666667	693.25	1795.5	552.666666666666	1203.83333333333	700.666666666667	223.5	8.75	346.75	791	1592.91666666667	3032	869.666666666666	1913.25	3141	940.083333333333	700.5	847.583333333333	2283.75	676.083333333333	1724.41666666667	2440.58333333333	1335.41666666667	2907.66666666667	3126
Clustering-based subsystems; Clustering-based subsystems	842	172.5	741.5	95.8333333333333	102.166666666667	34	122.5	166.666666666667	77	380.333333333333	505.5	750.166666666667	333.666666666667	353.5	102.5	15	47.8333333333333	2257.5	78.6666666666667	95	1.5	6.5	47.3333333333333	1	160.166666666667	93.1666666666667	46	35.5	100.5	2171	20.5	61.1666666666667	32.5	925.666666666667	739	85.6666666666667	129.5	0	342	107.166666666667	56.8333333333333	7.5	8.5	10	1	138.5	24.6666666666667	23.1666666666667	88.8333333333333	162.833333333333	51.1666666666667	13.5	3	10.6666666666667	65.1666666666667	0.5	10	1696.5	1407.66666666667	558.333333333333	1208.33333333333	1501
Cofactors, Vitamins, Prosthetic Groups; 	7642.5	8113	7949	774	1120.75	787.75	1459	1617.5	2961	5418	11835.25	6958.75	6954.5	2833.5	1265.75	315.75	3981.5	12777.5	1565.25	1577.75	8490.25	1589.75	9414.5	1484.75	1392.5	2090.5	585.75	523.75	662.75	9258.25	239.75	623.75	9343.75	4520	7267.5	1349.75	1300	375.5	2440	5293	2020.25	3139.25	119.5	1931.75	31	1695.5	498.5	966.25	1554	6645	15166.25	9945	2873.5	628.25	1151.5	8363.5	2365.25	7848.75	10570	2167.5	13751	19551
Cofactors, Vitamins, Prosthetic Groups; Biotin	17996.8333333333	17840.4166666667	18064.8333333333	7851.75000000003	8465.33333333336	15721.5833333335	5343.25	10066.0833333333	14288.5833333333	19864.1666666667	30631.4999999999	34742.0833333333	26467.6666666669	25648.3333333334	29017.2499999999	5459.00000000001	16196.0833333333	23955.25	9626.83333333334	8786.83333333336	38296	10366.6666666667	39884.0000000003	7713.41666666662	11052.3333333333	9484.75000000003	8878.91666666666	10490.6666666666	5566.91666666666	14545.8333333333	10644.4166666666	5789.9166666667	36377.5833333333	9184.33333333335	17580.6666666667	8371.33333333334	5325.08333333334	1206.66666666667	7135.00000000008	23711.1666666666	10091	17015.4166666668	14656.8333333333	4717	168.333333333333	3845.16666666667	9444.49999999999	20260.25	22071.0833333333	11717.4166666667	24642.6666666667	28388.7500000001	7904.16666666668	16135.6666666666	21195.1666666666	28876.1666666666	9874.58333333335	36979.3333333333	28960	16139.4166666667	30285.5	34874
Cofactors, Vitamins, Prosthetic Groups; Carotenoids	571.5	523.666666666667	661.666666666667	243	263.5	287.666666666667	155.5	338.166666666667	206.5	950.666666666667	800	583.666666666667	526.666666666667	856.833333333333	718	68.5	154.833333333333	157	440	553.833333333333	749.5	84.8333333333333	1168.66666666667	137.5	310.666666666667	484.333333333333	362.833333333333	114.166666666667	160.666666666667	134	151	203.833333333333	240	298.5	651	349	400.5	23.5	685.5	384.5	184.166666666667	57.5	14	274.5	0	110	256.333333333333	659.833333333333	380.5	361.833333333333	409.833333333333	316.666666666667	121.5	22.8333333333333	45.6666666666667	185	68.5	358.166666666667	852	488.666666666667	1123.16666666667	1205.5
