#NAME	H800_swab_1_S1	H800_swab_2_S1	H801_swab_1_S1	H802_swab_1_S1	H802_swab_2_S1	H803_swab_1_S1	H803_swab_2_S1	H804_swab_1_S1	H804_swab_4_S1	H805_swab_1_S1	H805_swab_2_S1	H806_swab_1_S1	H806_swab_2_S1	H807_swab_1_S1	H807_swab_2_S1	H809_swab_1_S1	H809_swab_2_S1	H810_swab_1_S1	H813_swab_3_S1	H813_swab_4_S1	H814_chip_2_S1	H814_chip_S1	H815_chip_S1	H817_chip_S1	H817_swab_1_S1	H817_swab_2_S1	H818_swab_1_S1	H818_swab_2_S1	H819_swab_1_S1	H819_swab_2_S1	H820_swab_1_S1	H820_swab_2_S1	H821_chip_S1	H821_swab_1_S1	H821_swab_2_S1	H822_swab_1_S1	H822_swab_2_S1	H823_chip_S1	H823_swab_1_S1	H825_swab_1_S1	H825_swab_2_S1	H827_chip_S1	H827_swab_1_S1	H827_swab_2_S1	H831_chip_2_S1	H831_chip_S1	H831_swab_1_S1	H831_swab_2_S1	H833_swab_1_S1	H834_swab_1_S1	H834_swab_2_S1	H835_chip_2_S1	H835_chip_S1	H837_swab_1_S1	H837_swab_2_S1	H838_chip_S1	H840_chip_S1	H840_swab_1_S1	H840_swab_2_S1	H841_chip_S1	H841_swab_1_S1	H841_swab_2_S1
o__Mugiliformes	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Lobata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
o__Arenicellales	3	1	2	2	7	1	7	8	2	3	16	3	2	10	2	3	0	0	0	3	0	2	29	0	0	5	0	2	1	1	1	1	0	3	0	2	5	0	7	1	9	0	0	0	2	0	2	3	0	4	4	0	0	0	0	0	0	2	10	2	8	10
o__Urocystidales	19	69	0	19	0	0	20	1	130	65	11	0	0	19	17	164	19	15	119	136	0	0	0	0	28	0	2	2	139	63	82	34	0	63	19	0	0	0	1	0	0	0	2	21	0	0	13	2	2	0	0	0	0	0	0	0	0	26	2	0	0	0
o__Cantharellales	480	840	279	1516	736	316	416	681	4177	1648	404	102	89	391	650	4800	459	192	1442	1847	102	227	106	35	1275	1309	378	703	4222	1095	2885	1702	55	730	614	388	446	7	468	346	501	56	831	612	90	2	254	279	131	428	572	53	148	410	198	95	48	959	97	49	38	137
o__Dictyotales	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Caulochytriales	6	23	8	49	12	3	2	15	35	14	6	10	3	8	8	31	10	1	25	19	1	3	7	0	26	22	9	6	37	10	32	23	13	12	7	15	17	2	8	7	12	2	12	18	3	0	5	10	4	2	9	7	15	3	1	40	8	10	8	8	0	1
o__Squamata	5	57	20	41	104	85	1	49	17	21	8	4	9	30	14	62	20	12	113	100	40	7	19	14	46	68	23	41	29	26	508	36	14	52	21	56	83	0	64	29	39	2	47	21	44	0	18	19	7	21	38	0	4	11	11	9	4	21	7	17	20	22
o__Thelephorales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
o__Salmoniformes	116	42	120	28	48	40	23	51	47	153	935	87	128	99	30	73	74	807	32	54	166	68	49	14	27	64	15	12	49	557	32	43	9	277	970	57	79	0	51	23	20	10	25	36	218	0	8	26	28	6	22	8	31	10	64	9	0	1452	1544	6	886	2862
o__Charadriiformes	0	2	1	5	9	6	0	4	0	0	0	1	0	2	1	9	1	1	1	2	6	1	1	3	5	75	3	21	2	3	3	5	0	1	5	2	21	0	11	9	2	0	4	3	15	0	1	2	0	1	5	3	1	1	0	1	0	0	0	1	0	3
o__Osmeriformes	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	2	0	0	0	0	3	2	0	2	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0
o__Brachyspirales	21	24	74	16	11	7	5	15	22	70	95	66	66	49	16	8	8	34	14	33	14	14	21	5	3	19	11	8	1	11	3	5	52	12	22	18	24	2	23	32	11	3	8	16	1	0	58	79	66	32	19	0	11	3	2	53	8	6	29	25	41	38
o__Macrostomida	220	66	168	64	114	47	25	43	82	47	28	146	14	82	143	77	24	16	89	90	5	40	34	2	77	52	57	42	91	32	73	56	7	37	24	116	109	1	73	39	20	9	67	44	7	0	30	24	122	63	106	6	34	7	12	27	9	21	15	29	23	28
o__Perciformes	37	31	25	57	88	42	8	66	70	20	78	293	7	22	31	144	27	23	51	62	22	20	58	14	59	54	57	46	72	52	78	64	9	41	31	83	64	1	102	46	33	0	84	22	27	0	17	25	330	73	107	1	11	29	10	15	3	32	25	11	29	12
o__Prasinodermales	9	18	16	27	27	8	4	17	11	11	20	9	6	7	5	3	7	6	16	14	3	28	26	0	8	23	6	2	10	12	4	13	10	13	2	14	23	0	14	19	5	9	6	19	0	0	16	42	13	2	6	5	19	2	3	13	1	5	0	9	11	7
o__Scombriformes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
o__Chattonellales	29	45	61	12	18	31	6	21	32	43	114	45	32	31	14	29	115	188	47	32	18	56	26	3	14	32	13	7	38	120	14	23	35	91	157	18	24	1	26	37	18	18	6	6	84	0	13	23	57	16	36	9	59	8	9	38	15	218	291	24	502	661
o__Liliales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Methanopyrales	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	2	0	7	0	1
o__Physariida	0	0	0	4	8	2	0	19	11	0	7	0	0	0	0	0	0	0	4	3	0	0	0	0	0	15	0	10	0	2	0	0	2	0	0	31	16	0	12	2	4	0	0	0	2	0	0	0	0	0	6	0	0	8	2	0	0	137	0	0	0	0
o__Lophogastrida	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Leucosporidiales	26	70	16	69	35	15	25	15	121	76	18	1	0	65	59	172	82	96	86	61	0	3	1	4	47	94	43	45	154	13	470	43	2	6	2	28	21	0	24	8	11	2	25	27	8	0	12	6	6	16	20	2	2	0	4	3	0	165	15	0	1	4
o__Chitovirales	2	4	0	4	0	2	0	0	0	4	0	0	4	2	0	0	0	2	0	5	0	0	0	0	3	1	0	0	2	0	0	0	0	3	0	3	6	0	3	149	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
o__Pucciniales	365	735	344	2568	1564	202	271	1852	2121	995	241	51	54	479	544	2396	454	180	1326	1376	27	30	200	29	1959	1317	605	342	2046	673	1867	1374	60	626	254	1150	581	2	991	450	1126	7	399	333	179	2	327	258	98	345	752	9	48	79	31	17	58	880	206	51	95	106
o__Neobodonida	3	13	4	18	12	7	3	19	7	11	0	1	3	2	5	6	6	1	39	27	0	12	5	0	8	27	6	8	19	6	15	7	2	6	0	1	11	2	6	2	7	2	4	3	3	0	1	0	1	11	14	0	1	2	10	2	2	5	2	5	4	8
o__Proteales	1	5	9	59	297	31	4	148	20	47	11	17	6	30	32	30	72	2	53	143	6	1	6	1	48	358	78	101	112	75	93	200	5	71	134	443	133	0	1880	188	196	4	37	34	5	0	56	41	2	12	50	0	0	39	9	1	1	20	41	0	5	6
o__Chrysiogenales	13	20	14	7	12	8	9	15	11	25	36	15	20	72	71	2	7	11	10	21	8	21	39	1	13	17	5	5	2	10	1	3	26	2	6	15	12	1	16	36	8	13	26	0	3	0	10	11	7	16	22	14	31	0	2	15	3	30	26	21	32	26
o__Jakobida	0	10	1	3	8	7	0	1	0	9	6	2	4	5	0	2	0	0	11	2	0	29	2	0	0	3	0	0	1	0	0	1	16	0	0	0	0	6	6	21	3	8	0	0	0	0	1	4	0	4	8	27	98	1	2	30	5	5	3	1	11	0
o__Araneae	311	1172	42	216	1709	925	203	2052	369	589	115	457	448	305	200	458	173	211	3237	2994	147	86	43	55	354	1224	191	11484	592	926	168	163	57	848	1623	1369	1620	52	664	284	337	50	642	331	89	0	386	712	200	156	450	25	39	77	57	45	18	56	33	27	66	121
o__Candidatus Sysuiplasmatales	2	2	0	2	5	2	2	2	2	16	2	5	2	35	0	2	0	2	7	10	0	22	74	1	2	10	4	2	2	0	3	2	49	0	2	4	1	2	5	10	4	16	1	0	0	0	5	6	1	17	28	4	17	5	10	13	8	2	0	16	0	1
o__Tricladida	0	2	0	2	3	1	0	1	1	2	0	0	0	0	0	2	3	0	1	1	0	0	0	0	2	1	0	0	4	0	1	0	0	0	0	21	6	0	2	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
o__Spiculogloeales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
o__Endomicrobiales	2	0	2	3	0	1	1	5	0	3	1	22	0	14	2	2	82	2	2	5	1	33	13	0	3	3	0	0	0	1	0	0	1	3	4	1	2	0	2	0	1	2	0	0	0	0	3	7	0	0	0	0	3	1	0	1	0	0	1	5	0	2
o__Anaerolineales	204	322	183	346	359	237	63	558	199	436	268	628	524	873	961	57	150	179	396	553	617	6154	3219	104	207	613	217	103	81	110	198	134	2709	153	322	596	326	236	712	1687	510	864	294	50	74	11	314	636	407	1231	3444	979	3509	131	186	2216	722	198	231	913	1096	326
o__Craspedida	9	112	29	78	73	31	11	41	78	53	35	11	18	18	23	76	14	8	128	46	12	36	27	5	77	56	17	44	56	8	59	43	57	28	9	52	56	2	52	33	27	19	48	16	12	0	25	30	12	11	14	9	12	14	12	21	5	38	12	24	38	15
o__Enchytraeida	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
o__Echinorhynchida	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Kirjokansivirales	0	1	0	22	75	330	0	5	0	23	8	25	14	6	0	2	0	0	0	0	0	0	0	123	340	1	2140	221	0	0	0	0	24	0	0	15	2	0	0	107	61	175	0	0	8	0	8	6	0	1	0	0	0	450	437	25	57	0	0	84	35	21
o__Bryobacterales	1434	3115	1640	4445	4818	1338	321	6609	1339	1393	957	1104	624	2159	4009	2099	7725	711	15344	18010	746	3184	5157	105	5116	18080	1493	2950	3860	1739	1006	4026	1480	3392	2574	10173	7100	69	19749	5633	3956	524	363	428	224	8	1220	995	1579	8518	4840	493	1603	312	846	1429	500	1076	798	831	986	780
o__Endogonales	112	307	69	1087	479	152	147	127	892	456	101	96	117	162	195	993	119	60	435	461	62	91	108	37	665	520	303	211	881	282	708	473	210	260	152	228	131	2	163	246	215	23	498	247	55	1	211	244	64	382	324	8	37	24	16	74	39	301	52	42	35	63
o__Opalinata	15	63	15	18	21	14	4	17	27	14	19	15	9	17	3	5	4	22	67	30	2	10	8	0	19	17	3	8	4	12	10	8	6	17	1	36	17	0	19	9	13	5	8	0	0	0	2	14	16	9	10	7	19	0	5	5	8	2	15	4	7	9
o__Planctomycetales	7350	20052	15277	3606	4732	1891	604	11733	2390	2124	1269	1422	1092	3449	3193	1028	2851	970	22595	18002	678	3686	6299	183	9876	12416	2907	2399	1222	1606	1010	2256	3122	1997	1299	5004	3546	110	11253	5100	3074	1297	621	650	248	14	2981	3065	1329	2316	2267	789	2577	657	1041	2390	948	1174	781	1586	1705	1206
o__Victivallales	1	10	12	5	2	9	14	7	3	15	6	3	7	3	7	4	4	4	9	6	5	15	6	1	5	9	3	3	4	5	4	4	13	4	0	4	2	0	12	9	0	44	2	0	0	0	4	7	2	2	2	14	17	0	0	8	2	4	5	6	7	14
o__Gymnotiformes	0	0	2	0	4	0	0	4	2	0	0	4	0	2	0	0	2	2	3	5	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	2	0	1	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0
o__Durnavirales	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	5	0	1	0	0	2	0	2	0	0	0	0	6	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Peramelemorphia	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Deinococcales	459	914	557	565	1506	449	174	1421	890	1145	738	2051	1294	859	1088	1161	351	288	914	1037	2742	35502	4453	153	366	3035	391	367	394	377	348	245	6310	546	15095	710	760	932	1315	4269	1351	2424	85	264	387	34	527	1305	792	2054	3891	4536	12234	283	334	7070	2087	473	679	2662	1258	1099
o__Nectiopoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Labriformes	0	3	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	1	5	0	0	0	0	0	4	2	0	1	0	0	1	0	0	0	0	0	9	0	6	2	0	0	5	1	1	0	3	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0
o__Kangiellales	6	17	15	6	18	8	9	8	10	7	60	37	15	18	11	14	4	46	20	32	12	9	3	1	8	10	1	2	6	4	14	21	40	2	8	14	12	3	4	27	12	35	32	9	10	0	7	5	38	5	1	7	12	4	0	36	14	11	15	53	72	45
o__Artiodactyla	18	45	41	102	2074	493	61	174	48	58	367	260	650	20	51	134	67	59	64	804	669	24	166	185	53	74	74	24	39	33	87	61	57	272	50	167	193	0	107	131	141	18	36	31	495	0	30	34	272	42	60	4	20	38	76	55	52	68	42	23	424	65
o__Thermales	86	225	124	125	519	192	46	187	92	308	317	1059	793	206	58	66	72	179	216	170	936	14373	1577	51	80	248	57	39	37	59	95	51	4890	97	277	109	125	371	195	3177	864	1585	30	54	62	8	180	490	357	1414	3487	1941	6365	49	64	4376	1426	161	178	1633	409	407
o__Trombidiformes	30	211	24	426	7879	16908	58	312	52	53	68	28	6	105	73	27	23	4	494	734	15	21	23	68	195	442	82	2614	504	109	36	921	36	47	28	148278	4808	542	1696	208	1814	90	37	42	140	0	31	79	11	149	232	201	404	261	245	83	4	6	10	21	29	9
o__Polypteriformes	1	6	0	74	42	8	4	30	3	1	0	1	0	17	30	4	3	0	4	9	8	4	0	8	22	21	3	60	3	4	3	12	1	9	10	7	12	0	14	3	6	1	21	4	46	0	4	13	1	1	8	1	0	0	3	1	5	4	2	10	0	2
o__Candidatus Aquicultorales	0	1	3	0	1	0	0	1	0	13	0	1	13	9	1	3	3	0	2	3	3	40	31	0	5	9	3	2	0	0	1	3	23	2	0	0	2	0	2	21	2	9	1	2	0	0	12	5	0	6	36	3	3	0	0	14	0	0	2	12	3	0
o__Geplafuvirales	0	0	2	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Pertusariales	0	0	0	0	1	0	0	1	3	4	0	0	0	0	0	5	0	0	4	2	0	0	0	1	2	7	2	0	1	0	6	4	0	4	9	6	1	0	5	1	2	0	83	6	0	0	1	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0
o__Carybdeida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Atheriniformes	0	0	0	0	1	6	2	2	3	0	0	0	1	0	1	1	0	0	0	2	1	1	3	1	3	3	0	0	4	0	0	6	0	1	0	3	10	0	13	0	4	0	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	4	0	0	1	2
o__Plagiorchiida	4	9	0	41	68	31	5	509	94	13	9	7	7	16	8	38	10	10	694	550	3	12	14	8	109	334	25	60	71	23	15	20	8	13	5	92	78	0	45	14	58	2	42	18	7	0	9	10	3	7	20	2	7	12	26	3	1	11	1	7	6	7
o__Tintinnida	4	5	3	13	7	5	0	0	17	2	4	1	0	0	0	0	0	5	8	2	0	1	4	0	2	32	3	6	1	0	2	1	4	2	1	6	2	0	54	0	5	1	6	2	0	0	2	1	0	0	0	0	2	0	25	0	0	0	0	1	0	2
o__Cardiobacteriales	79	38	118	11	111	81	35	39	37	77	443	696	156	80	27	7	26	334	22	146	7	25	138	3	13	29	24	1	9	198	32	12	20	68	153	32	23	0	26	25	11	2	13	13	46	0	38	71	676	46	151	12	14	0	6	12	13	244	181	41	186	375
o__Glomerales	184	357	102	246	206	71	278	115	156	2499	225	1640	3228	1097	889	178	80	131	376	236	20	133	35	27	287	218	496	97	196	224	371	111	134	77	1220	158	110	4	164	148	100	38	1894	211	43	0	2216	3537	1306	78	158	22	64	19	105	101	23	78	72	73	569	279
o__Micropepsales	204	288	294	42	48	33	13	88	102	62	136	96	57	28	39	5	24	188	187	102	6	22	73	0	45	182	15	18	9	46	12	55	14	20	79	82	39	2	71	31	20	19	6	6	7	0	24	12	63	24	12	4	16	2	6	11	4	64	98	2	88	88
o__Pectinida	3	10	3	42	65	29	5	6	7	2	3	7	1	4	4	10	3	5	16	17	0	21	9	1	21	16	12	15	4	8	12	4	9	6	6	24	74	0	39	6	8	3	17	11	4	0	11	10	9	4	16	0	4	7	4	1	4	1	1	9	2	4
o__Coniocybales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
o__Ploima	18	36	11	42	138	62	8	36	45	315	56	7	10	16	23	44	33	13	117	77	8	23	27	10	72	68	16	37	56	33	37	34	26	26	26	160	125	10	118	46	49	19	26	14	16	0	13	7	5	33	45	8	16	19	25	25	9	26	21	12	9	48
o__Candidatus Nanogingivales	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
o__Apusomonadida	12	101	15	31	34	28	9	25	49	24	46	26	12	14	12	45	11	6	82	42	12	60	43	6	20	53	10	13	41	23	45	18	6	20	28	17	23	0	24	12	16	18	42	6	3	0	14	25	103	20	30	16	40	21	24	18	4	19	12	19	14	22
o__Nakamurellales	139	179	122	161	178	170	61	338	524	207	116	204	244	207	5851	30	65	47	180	130	670	1938	14485	516	227	272	92	94	57	135	108	46	1188	115	210	208	133	99	275	520	241	263	11	23	23	5	121	94	52	690	1603	408	1245	97	142	781	199	36	30	165	88	62
o__Cenarchaeales	0	1	0	0	2	0	0	2	1	2	3	2	0	0	2	0	1	0	0	4	0	4	4	0	0	1	0	0	3	2	0	2	2	0	0	1	3	0	1	3	3	2	2	0	0	0	1	3	0	0	0	1	5	0	1	0	1	0	0	0	4	0
o__Holophagales	20	65	30	43	52	163	11	87	37	70	223	143	25	63	52	35	86	41	82	91	51	504	149	32	35	101	9	27	31	19	73	43	149	35	29	70	39	8	95	155	45	44	11	11	29	0	17	27	132	62	59	122	260	40	75	154	58	123	167	168	163	212
o__Strongylida	134	69	80	118	196	56	295	93	79	555	328	47	74	104	70	104	44	815	101	114	10	31	29	6	109	83	94	60	96	533	76	83	54	216	346	207	136	2	128	83	54	21	52	30	39	0	44	36	42	79	139	9	41	19	28	30	20	671	311	22	129	641
o__Lepidopleurida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Longamoebia	21	139	18	73	105	25	8	141	85	42	238	15	1261	43	48	44	22	9	353	195	15	208	273	2	87	242	21	38	39	17	26	30	61	26	16	100	50	2	124	88	41	6	28	10	7	0	27	21	95	159	453	12	47	25	17	50	21	44	16	35	32	37
o__Trogoniformes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	22	0
o__Pezizales	118	495	136	3012	1798	397	327	1064	438	588	247	57	158	494	623	988	524	107	1051	990	42	114	33	62	1819	1860	1219	1043	1083	516	1156	1340	44	1042	269	1056	640	2	942	655	790	12	2353	1137	199	0	811	540	94	867	1076	5	10	87	44	14	31	310	270	7	542	505
o__Desulfarculales	14	25	15	15	15	19	1	15	4	30	23	20	25	36	32	3	9	11	25	32	8	67	86	4	10	35	11	5	8	6	4	9	48	7	73	10	9	0	38	41	9	17	33	3	4	0	39	68	19	31	88	19	45	1	13	92	12	18	61	80	32	54
o__Bacteriovoracales	42	133	105	25	69	20	24	141	85	97	110	50	51	102	95	7	29	46	93	124	6	35	39	9	60	97	32	43	10	33	17	34	14	22	31	40	48	4	90	79	25	15	8	8	22	0	30	69	43	15	28	2	19	10	23	24	11	28	60	54	113	319
o__Candidatus Fermentimicrarchaeales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
o__Acidothermales	21	24	27	58	75	41	6	86	8	15	12	13	4	38	24	16	7	3	139	194	346	1528	3345	985	26	254	20	20	5	9	26	18	171	21	43	32	50	14	79	34	33	172	2	2	11	0	21	5	4	83	139	307	1226	2	21	720	51	5	4	11	6	3
o__Togniniales	62	157	68	169	117	71	47	313	163	159	14	108	37	331	161	327	342	27	576	661	7	4	17	6	923	309	506	150	922	831	423	729	13	1289	173	147	112	0	158	128	120	5	885	431	6	0	244	24	17	92	129	3	6	25	20	0	3	120	7	2	1	16
o__Magnoliales	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Nuculanida	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Flavobacteriales	1324	2704	1293	879	1949	1660	8135	3728	1019	28468	34788	3133	9796	3947	3142	279	1048	3405	852	4495	903	2584	995	411	713	1966	705	995	333	1692	736	513	1333	560	1252	2050	1600	78	2878	2718	865	851	1557	454	14123	7	1069	2925	2006	701	5219	655	1852	1594	2045	1124	712	1187	14416	1404	17271	203726
o__Ellobiida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
o__Candidatus Sulfidibacteriales	0	2	0	0	2	1	2	0	0	47	133	1	0	2	1	0	0	0	0	0	0	3	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	8
o__Nostocales	2092	2939	2238	7773	9422	2560	349	15378	1250	6430	8365	11233	2778	1560	2117	689	3319	3121	2252	2973	639	5829	3985	131	1098	3253	424	1599	1731	1902	459	2170	3984	8050	1563	5233	7692	194	24559	8041	3893	2446	215	290	869	66	545	1260	15065	11972	7393	1104	3739	1189	1008	4910	1317	1974	2959	10517	9677	3576
o__Candidatus Acidulodesulfobacterales	0	1	0	0	0	1	2	1	0	5	3	1	2	3	3	0	2	0	1	1	0	1	19	0	2	3	2	0	0	0	0	0	43	4	2	2	0	0	3	22	2	4	2	0	1	0	0	11	11	3	4	0	6	0	0	0	11	1	2	2	21	7
o__Synchytriales	13	157	22	449	272	71	39	88	323	142	62	129	7	45	45	412	54	27	194	187	10	54	105	12	238	202	91	80	291	87	262	138	9	55	34	112	44	1	110	85	111	1	116	83	34	0	55	92	142	26	28	8	13	10	8	9	3	111	26	7	16	38
o__Semionotiformes	0	0	1	3	10	0	0	4	2	3	2	0	0	6	18	6	3	0	3	10	2	0	1	6	23	2	17	1	4	0	6	9	0	3	1	9	14	0	6	2	4	3	12	3	9	0	1	7	0	3	4	0	1	1	0	2	4	0	0	1	0	2
o__Mycocaliciales	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Poduromorpha	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
o__Acidilobales	11	7	2	2	10	120	11	8	1	10	2	3	17	58	86	0	2	5	9	2	8	60	18	23	20	3	7	58	0	2	3	2	23	0	24	35	18	1	3	18	4	30	0	2	0	0	9	10	14	19	23	7	43	172	248	22	8	1	2	20	5	5
o__Candidatus Limnocylindrales	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__Nidovirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
