#NAME	H800_swab_1_S1	H800_swab_2_S1	H801_swab_1_S1	H802_swab_1_S1	H802_swab_2_S1	H803_swab_1_S1	H803_swab_2_S1	H804_swab_1_S1	H804_swab_4_S1	H805_swab_1_S1	H805_swab_2_S1	H806_swab_1_S1	H806_swab_2_S1	H807_swab_1_S1	H807_swab_2_S1	H809_swab_1_S1	H809_swab_2_S1	H810_swab_1_S1	H813_swab_3_S1	H813_swab_4_S1	H814_chip_2_S1	H814_chip_S1	H815_chip_S1	H817_chip_S1	H817_swab_1_S1	H817_swab_2_S1	H818_swab_1_S1	H818_swab_2_S1	H819_swab_1_S1	H819_swab_2_S1	H820_swab_1_S1	H820_swab_2_S1	H821_chip_S1	H821_swab_1_S1	H821_swab_2_S1	H822_swab_1_S1	H822_swab_2_S1	H823_chip_S1	H823_swab_1_S1	H825_swab_1_S1	H825_swab_2_S1	H827_chip_S1	H827_swab_1_S1	H827_swab_2_S1	H831_chip_2_S1	H831_chip_S1	H831_swab_1_S1	H831_swab_2_S1	H833_swab_1_S1	H834_swab_1_S1	H834_swab_2_S1	H835_chip_2_S1	H835_chip_S1	H837_swab_1_S1	H837_swab_2_S1	H838_chip_S1	H840_chip_S1	H840_swab_1_S1	H840_swab_2_S1	H841_chip_S1	H841_swab_1_S1	H841_swab_2_S1
f__Cryptobasidiaceae	3590	2418	2685	3845	161	52	5517	204	45452	18913	3767	346	518	472	2515	54105	1991	105	1053	6855	4	1	6	2	6779	333	45	456	45638	897	30131	13117	39	673	176	76	31	1	67	151	163	0	226	462	65	2	64	35	107	43	24	0	0	3	2	1	13	9788	461	1	70	886
f__Reticulascaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Chromeraceae	12	57	2	32	43	9	8	130	78	60	24	12	8	15	24	79	42	15	235	215	3	32	29	2	51	101	21	15	68	40	46	19	13	40	17	103	82	1	97	69	34	6	31	35	7	0	20	8	9	11	16	0	16	6	6	7	3	21	6	21	18	24
f__Rhynochetidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Salisaetaceae	33	80	52	18	25	32	6	49	15	786	224	68	43	73	15	4	2	1	22	9	43	357	79	5	11	18	1	18	7	7	1	9	73	7	12	20	10	5	17	5745	161	356	4	7	274	1	4	9	2	60	99	51	139	27	14	383	206	274	689	1886	5605	1293
f__Oxyrrhinaceae	0	2	0	7	1	1	0	5	0	0	1	1	0	4	2	0	0	4	3	5	1	3	0	1	6	10	2	2	1	2	1	3	2	0	1	3	2	0	5	1	2	1	0	0	0	0	2	2	0	3	5	0	5	1	0	67	0	0	2	8	2	3
f__Gentianaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
f__Scincidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Gadidae	0	1	0	0	7	2	0	2	0	0	0	4	1	1	2	0	0	0	1	1	1	2	23	0	3	2	1	0	0	2	0	1	0	2	0	5	8	0	3	2	1	0	2	0	4	0	1	0	4	0	1	0	1	1	0	0	0	1	0	0	0	3
f__Struthionidae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Neodiplogasteridae	11	16	9	48	46	19	6	11	13	8	4	4	6	13	4	25	0	37	32	31	1	7	6	0	17	19	9	20	15	35	25	31	0	18	14	27	11	5	18	9	14	5	16	4	0	0	10	7	6	2	16	0	1	3	6	0	1	18	3	3	5	4
f__Ampullariidae	6	13	7	8	57	28	2	8	4	39	64	16	1	17	3	13	3	17	16	19	1	15	17	1	11	18	4	20	3	40	8	7	1	19	13	37	66	1	26	14	11	2	15	3	0	0	2	13	6	1	11	4	4	6	3	6	0	21	3	1	17	42
f__Prymnesiaceae	19	36	14	52	34	26	6	22	26	25	22	30	14	18	12	50	18	3	57	33	1	31	18	6	28	22	4	22	33	23	32	30	19	21	9	18	22	1	22	23	16	11	12	10	6	0	10	9	8	11	13	8	12	8	35	9	4	16	5	12	74	9
f__Cladoniaceae	2	5	2	70	56	6	3	70	18	6	0	0	2	11	9	28	24	0	49	62	0	0	2	2	66	107	67	24	65	31	58	52	1	70	27	26	16	0	32	14	53	0	237	116	5	0	28	6	6	148	175	0	0	2	0	1	1	4	2	0	0	2
f__Bulleribasidiaceae	1	0	0	1	0	0	0	0	5	4	0	0	0	5	5	5	0	2	8	8	0	0	0	0	0	0	2	0	10	0	10	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f__Molidae	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	4	0	0
f__Sclerodactylidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Lepadidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Argulidae	34	62	18	19	79	17	22	24	8	313	310	393	1074	125	76	9	723	38	51	47	38	405	57	7	39	31	49	24	8	14	100	9	298	12	309	46	43	14	44	197	50	40	795	29	34	3	221	578	316	68	221	89	264	7	1	148	70	1638	638	80	448	202
f__Caraboctonidae	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
f__Gavialidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Bernardetiaceae	1	3	4	2	5	1	0	14	2	177	278	15	13	12	3	0	0	3	1	4	7	6	12	0	0	6	0	4	3	2	0	1	39	1	1	11	3	0	7	6	2	10	0	0	4	0	1	4	10	4	1	0	9	2	5	15	2	0	5	4	11	95
f__Rhynchogastremataceae	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Nucleariidae	0	4	0	3	5	1	2	3	1	1	0	0	0	1	5	16	8	0	8	28	0	0	0	0	15	5	32	3	5	10	16	13	1	19	0	2	3	0	1	7	3	0	23	12	0	0	18	2	0	83	106	0	0	2	0	0	0	2	0	0	0	0
f__Retortamonadidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Syntrophorhabdaceae	23	48	31	25	43	29	4	41	14	32	64	70	60	35	27	7	8	47	33	43	43	398	134	3	17	60	20	20	10	38	1	7	106	14	42	23	19	10	68	92	36	45	53	5	1	1	13	41	24	30	28	39	142	32	24	128	23	34	44	105	67	48
f__Legeriomycetaceae	56	111	33	363	167	56	53	49	405	175	70	33	36	73	58	652	110	18	303	220	5	0	4	11	243	225	145	83	482	86	417	252	2	149	47	125	106	0	55	88	58	10	199	86	26	0	111	109	15	72	77	0	9	35	35	9	6	129	25	10	7	48
f__Tettigoniidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Callorhinchidae	3	11	0	5	10	0	1	6	4	4	0	1	0	2	5	16	4	0	2	9	163	0	5	22	3	20	4	14	24	3	6	61	15	8	1	29	12	2	27	12	13	2	2	5	4828	0	0	5	2	13	11	3	2	2	4	0	115	4	5	39	0	0
f__Klebsormidiaceae	5	64	7	125	110	82	16	51	15	26	11	21	25	6	12	19	24	4	147	39	6	58	44	27	108	152	34	15	68	19	29	35	43	6	8	53	35	5	50	70	29	19	58	40	14	0	22	28	20	28	18	5	17	4	38	21	10	13	5	42	11	5
f__Mytilidae	10	84	14	56	184	76	7	54	26	18	5	9	2	46	22	30	19	8	148	112	9	33	17	1	55	69	28	60	16	23	18	35	25	19	27	157	231	12	120	40	42	40	34	23	25	0	25	31	10	44	108	1	19	14	5	30	12	19	11	25	11	15
f__Steccherinaceae	16	35	3	68	60	22	26	93	135	86	6	1	4	14	12	136	16	10	50	38	4	0	2	0	42	113	14	40	140	34	93	54	3	16	8	30	53	1	95	11	31	0	41	20	4	0	23	8	62	23	63	0	2	23	15	0	4	25	10	4	7	7
f__Methanoregulaceae	10	35	26	21	24	39	4	23	2	41	41	31	29	43	24	6	8	15	24	36	17	180	131	30	17	22	20	31	3	17	6	7	131	14	7	28	23	5	40	86	31	86	15	12	7	0	22	32	9	46	119	48	151	56	52	80	25	18	44	94	95	54
f__Usitatibacteraceae	17	60	16	7	25	18	3	27	7	12	56	100	4	14	10	4	2	23	21	17	2	53	31	1	3	48	2	9	3	15	2	11	21	10	5	15	15	6	42	24	14	7	1	0	9	0	12	6	130	24	59	6	41	2	0	20	6	99	169	0	96	170
f__Psychodidae	11	26	10	23	96	13	8	37	9	30	18	3	3	11	14	35	10	25	25	25	2	1	7	428	21	41	22	42	21	47	30	15	0	35	18	42	346	3	197	32	16	6	35	15	8	0	5	12	5	23	85	0	2	7	0	1	2	10	16	17	25	13
f__Majidae	2	6	1	27	27	3	0	30	8	2	4	0	2	8	16	15	2	6	13	9	1	3	5	3	11	19	9	5	12	7	2	17	1	6	1	9	38	0	23	8	7	1	4	6	1	0	0	0	1	1	12	0	9	0	2	3	1	3	1	2	2	6
f__Chalcididae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
f__Rallidae	7	0	0	0	1	2	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
f__Noctuidae	83	31	15	20	126	102	78	396	14	251	38	275	242	599	748	20	7	1	55	31	18	25	23	15	56	219	118	41	8	9	212	7	66	6	100	48	250	2	198	82	29	16	143	14	18	0	214	408	397	13	50	13	45	48	43	88	15	21	40	22	47	65
f__Halococcaceae	75	247	104	27510	87662	638733	1528	8800	148	4603	478	1311	2982	11348	3828	3624	2273	126	571	264	4637	316	370	135772	123214	4654	18093	493533	185	35	12	81	26750	74	57	96106	47904	51	106	32255	11598	251665	462	844	1402	1329	1586	16918	30	816	1097	46	169	802793	1048648	31498	15071	434	261	173332	8611	2742
f__Trichosporonaceae	230	156	84	408	169	47	141	162	1060	537	107	24	33	352	291	996	117	124	330	421	14	182	47	38	253	182	119	57	1135	315	1474	424	36	127	127	175	89	1	156	78	100	11	114	91	130	0	52	56	21	52	61	8	4	13	12	0	10	530	34	5	21	37
f__Astrosphaeriellaceae	12	72	13	2	2	0	2	11	45	41	1	10	1	60	47	136	112	2	67	202	0	0	3	0	55	5	132	18	73	42	90	179	1	195	33	8	3	0	10	39	16	0	335	192	0	0	70	2	9	5	0	0	0	0	0	0	0	7	0	0	1	0
f__Jonesiaceae	12	22	19	5	12	1	23	8	92	42	25	18	24	19	27	2	1	2	2	7	32	145	88	1	1	4	10	3	7	8	12	0	6	2	2	3	4	3	2	7	5	0	1	0	0	0	14	4	3	2	6	45	183	0	2	12	2	4	21	9	9	16
f__Megalopidae	0	3	0	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
f__Tortricidae	0	0	2	1	21	1	0	57	0	0	0	0	0	2	0	0	0	0	4	4	0	0	0	2	2	0	2	14	0	0	0	2	0	0	6	13	39	0	29	6	1	0	2	0	2	0	0	0	0	0	25	0	0	0	0	1	0	0	1	0	0	0
f__Geminicoccaceae	3030	770	2719	192	230	73	46	340	148	232	409	371	362	222	253	45	63	351	264	255	57	588	676	59	90	297	24	49	53	60	32	160	314	161	110	221	270	29	743	279	162	24	20	62	45	0	43	69	59	118	98	70	278	20	39	182	42	162	261	40	534	350
f__Steroidobacteraceae	692	1196	1048	242	634	167	64	4171	349	316	1125	1278	303	523	460	106	203	513	678	1809	19	66	141	8	243	1330	187	60	80	188	113	533	17	142	647	707	405	9	970	346	274	19	99	60	87	0	186	104	1936	92	74	6	43	46	115	317	4	318	388	19	1795	582
f__Halobacteroidaceae	27	46	6	18	5	10	74	7	4	153	23	138	98	299	509	4	36	13	40	19	21	144	40	23	32	10	86	4	2	2	26	8	80	1	47	13	5	8	25	104	15	71	903	11	6	1	198	299	118	32	45	17	128	22	13	152	68	15	37	100	33	47
f__Pachyviridae	0	0	0	0	0	0	45	1	0	76	397	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24
f__Elphidiidae	0	6	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	2	0	0	5	0	0	0	0	2	0	0	0	3	0	0	0	1	8	0	1	0	0	0	0	0	0	0	2	0	8	2	2	0	3	0	2	0	0
f__Desulfonauticaceae	5	4	2	6	2	0	1	5	1	7	5	14	15	12	8	0	10	0	20	12	2	8	46	1	7	9	0	6	2	0	18	6	4	7	4	5	10	0	18	20	3	2	2	1	3	0	1	5	3	2	3	3	14	1	4	10	7	7	41	7	1	23
f__Tinamidae	3	0	1	3	11	11	0	0	22	12	2	2	0	23	2	10	1	2	1	2	3	0	2	1	7	20	2	2	20	0	7	7	0	1	2	11	3	0	6	3	3	2	0	0	4	0	1	0	0	0	1	0	0	3	0	0	0	6	1	0	1	0
f__Iridoviridae	3	2	0	5760	17	1	0	1	4	4	2	3	0	0	8	0	38	0	4	1	4	0	0	0	79	465	188	1096	171	4	53	0	0	0	0	10	0	0	0	9	0	0	6282	89	9	0	0	0	1	0	4	0	0	0	0	0	0	2	0	0	0	5
f__Parvularculaceae	398	437	668	47	102	54	33	190	268	141	273	1282	418	165	168	17	45	427	123	137	9	139	239	8	37	168	43	27	13	66	14	68	159	29	279	81	80	5	131	149	166	42	43	27	36	0	31	30	1319	80	78	35	110	6	26	117	26	94	287	78	527	418
f__Hydrococcaceae	0	2	0	8	5	4	0	3	0	10	0	2	7	4	3	0	1	4	1	4	0	2	0	0	0	4	1	2	4	6	0	1	0	19	2	4	9	1	20	4	2	0	0	0	0	2	0	0	0	16	3	2	4	2	1	5	0	2	1	23	6	4
f__Harrimaniidae	3	13	2	6	41	30	1	6	5	3	2	13	0	18	6	7	2	0	7	15	6	0	2	7	17	15	2	31	8	3	4	7	1	4	1	29	89	1	39	8	2	5	13	4	5	0	4	25	8	9	12	0	3	4	23	6	0	2	3	22	9	7
f__Trionychidae	0	0	1	0	6	2	0	1	0	1	1	0	0	1	0	0	0	0	0	0	2	0	2	0	2	0	0	0	2	2	4	2	0	2	0	1	1	0	0	1	0	1	1	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0
f__Papilionidae	0	19	0	3	71	12	4	102	0	6	1	0	5	1	0	0	1	0	23	17	4	7	0	5	4	7	2	74	0	0	3	2	0	0	6	25	142	6	113	29	5	3	4	3	0	0	1	2	1	4	19	0	12	0	2	2	0	2	1	0	0	0
f__Fucaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
f__Thermohalobacteraceae	45	1	0	0	1	0	13	3	0	35	9	62	53	242	419	1	3	0	3	2	2	12	1	3	16	8	5	1	0	2	40	0	28	0	0	4	0	0	7	16	8	7	4	13	2	1	10	111	9	5	2	2	1	2	3	44	6	5	10	6	11	14
f__Niphatidae	20	105	19	32	60	16	2	190	51	27	11	7	11	29	16	39	13	44	333	278	4	3	17	1	108	148	55	41	51	23	62	57	11	18	33	105	111	2	82	40	44	2	65	48	11	0	18	15	8	130	195	0	4	10	0	13	3	17	13	4	9	4
f__Thalassospiraceae	512	247	612	46	60	41	32	135	62	145	497	303	219	110	74	12	60	208	113	116	16	115	213	20	50	129	70	44	29	162	35	40	71	67	105	69	83	13	145	104	63	52	25	31	61	0	45	106	90	72	96	59	209	10	32	201	57	183	603	45	734	690
f__Genomoviridae	0	0	2	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Candidatus Paracaedibacteraceae	116	75	199	30	50	29	11	110	35	52	88	326	133	57	60	10	17	161	218	114	18	296	148	21	49	89	28	16	8	111	6	24	770	35	61	85	56	7	102	250	177	9	6	14	20	0	22	78	1014	24	23	96	232	5	6	55	69	41	132	30	179	75
f__Fusobacteriaceae	17	34	8	9	179	39	86	34	11	182	97	168	175	615	348	8	14	3	48	2662	29	86	36	28	34	19	61	6	4	4	115	3	69	13	198	16	36	7	16	84	18	22	162	17	114	2	189	327	187	10	19	9	68	10	30	43	27	229	135	16	59	114
f__Halothiobacillaceae	34	75	31	22	23	58	5	52	24	59	435	356	64	66	26	9	19	89	24	40	3	41	15	3	20	46	9	1	6	48	14	6	4	15	111	20	20	2	47	18	7	53	3	5	23	0	4	25	480	11	19	8	23	3	23	5	10	74	189	7	241	217
f__Bombycidae	0	0	0	5	7	8	0	19	1	0	0	0	6	0	0	3	0	0	2	3	0	0	0	1	0	2	2	4	0	0	0	1	0	0	2	4	14	0	14	0	3	0	6	0	0	0	1	0	2	0	2	0	9	0	0	0	0	0	0	0	1	0
f__Orussidae	0	0	0	8	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	2	31	0	19	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
f__Nidulariaceae	0	8	0	15	15	1	0	12	1	2	2	0	0	0	15	4	2	0	4	10	0	0	2	1	8	17	6	6	7	3	7	5	5	8	4	5	7	0	13	5	12	0	10	2	0	0	3	0	1	13	9	0	1	0	2	0	0	0	0	0	0	0
f__Segnochrobactraceae	414	29	568	10	10	2	4	19	10	19	72	50	20	24	19	0	41	22	21	27	0	3	57	0	9	22	6	4	4	23	6	7	2	15	10	12	8	4	27	3	13	0	5	12	0	0	3	8	8	6	1	0	6	0	3	1	0	17	33	2	24	67
f__Notothyladaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Pinaceae	4	12	6	78	85	13	6	217	13	25	4	26	0	8	7	27	85	3	106	339	20	0	3	5	82	108	46	167	60	678	36	230	0	158	59	731	114	0	356	192	541	5	35	3	31	0	9	19	111	22	0	0	29	9	3	0	16	13	5	9	12	3
f__Simuloviridae	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	21	18	2	0	0	0	8	0	0
f__Cardiobacteriaceae	65	25	103	7	107	69	16	37	16	54	205	395	113	42	12	5	15	92	13	143	6	23	117	3	3	20	21	0	2	12	24	10	13	10	30	21	15	0	11	17	8	1	11	11	25	0	13	51	207	39	141	12	9	0	4	11	1	115	61	5	127	136
f__Pollicipedidae	1	2	3	0	28	11	2	1	0	3	1	1	3	2	0	2	2	0	7	4	1	1	10	2	6	2	3	3	7	2	3	1	3	2	0	5	27	0	14	2	3	1	9	3	0	0	0	1	0	12	9	0	0	2	1	4	1	0	0	0	0	2
f__Ceraceosoraceae	1075	1118	762	1166	113	17	1490	77	12212	5381	1097	103	154	238	833	14310	765	164	1411	2724	2	1	6	1	1969	111	27	104	13224	761	8410	3753	14	572	241	32	20	1	36	59	60	2	132	259	18	0	67	39	71	24	16	5	10	0	5	1	4	2634	137	4	25	249
f__Ulnariaceae	0	0	0	0	0	0	0	0	0	1	29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Haliclystidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Coenagrionidae	3	4	1	2	11	12	3	2	15	3	5	2	0	2	1	12	0	0	9	16	0	3	0	0	3	0	1	11	19	4	24	11	5	1	24	12	237	0	166	16	9	0	9	0	0	2	3	1	4	4	24	1	3	0	0	0	0	1	0	0	1	11
f__Paulinellidae	0	13	1	0	1	0	0	0	3	2	0	0	1	2	14	3	0	0	26	0	1	1	0	0	1	2	2	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	1	0	2
f__Cheloniidae	0	10	0	0	2	0	0	1	0	2	0	0	0	0	0	1	1	0	7	0	0	2	0	0	0	0	0	0	2	0	0	0	0	3	0	1	3	0	4	0	1	1	0	3	3	0	0	0	0	13	14	0	1	1	0	2	1	0	0	2	0	0
f__Sphingomonadaceae	132525	473679	137900	8736	15125	3244	10979	28073	161128	66596	206333	383363	122107	44699	14424	2304	9288	164108	9929	12519	1366	2655	8905	606	4216	27130	2701	2958	2046	35999	2382	6414	2952	5797	66780	15167	11194	353	17464	7778	5613	968	1291	4112	14735	20	2161	1866	74322	3994	3591	970	2271	723	2218	1360	927	9170	116115	1073	90915	174299
f__Curculionidae	4	24	7	30	76	52	107	25	5	232	412	143	259	15	8	5	338	9	18	83	6	9	9	9	13	24	9	907	3	13	3	11	3	7	41	45	844	2	684	176	21	3	3	12	39	0	10	18	5	23	66	15	28	9	4	1	7	95	187	3	224	517
f__Haplosporidiidae	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	11	0
f__Oxalidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Caliciviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Nototheniidae	1	9	4	9	7	7	0	4	10	3	4	2	0	9	6	26	4	0	18	12	2	1	9	1	13	11	10	9	19	11	23	9	5	6	3	11	7	0	16	9	4	0	19	8	5	0	5	6	2	6	14	0	2	3	0	6	3	5	0	8	3	1
f__Liposcelididae	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	760	0	447	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
f__Orlajensenviridae	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Nodaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f__Euphorbiaceae	1024	969	603	176	730	90	145	554	534	482	8664	1796	488	420	119	59	11400	3873	185	356	44	30	120	8	108	580	114	141	435	1372	153	293	38	778	11834	481	314	2	540	166	195	18	45	79	1522	0	73	121	682	50	38	11	16	26	1628	18	12	16513	21921	30	9706	17067
f__Miltoncostaeaceae	8	10	23	63	58	168	2	100	16	89	8	54	32	35	13	4	6	11	40	67	382	953	900	32	50	98	19	62	6	18	11	21	606	7	31	76	84	15	117	296	111	116	4	7	8	0	19	63	6	531	1416	143	779	201	241	613	132	9	17	126	23	6
f__Ardeidae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f__Nephilidae	18	40	10	59	372	224	14	84	35	22	12	5	4	19	15	41	22	32	107	149	133	17	28	43	69	64	26	2365	31	20	34	38	26	63	554	369	263	8	107	79	58	12	38	18	69	0	9	41	25	24	52	3	12	26	16	35	9	20	7	8	15	12
f__Azospirillaceae	8487	2838	10288	846	1158	481	295	2133	899	1371	3552	2973	2579	1652	1285	246	1332	4032	1763	2279	253	1564	5222	115	558	1851	298	288	408	1973	335	670	1001	1411	4953	1581	1849	107	3198	1246	892	270	180	810	9336	3	238	375	1595	1410	2237	351	1054	121	216	740	299	1877	211719	473	122011	65032
f__Phaselicystidaceae	5	0	0	1	1	0	0	0	2	0	16	1	0	0	0	3	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	3	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0
f__Nitrososphaeraceae	66	197	73	351	335	129	16	1935	27	115	93	133	78	135	94	51	124	12	173	265	110	882	655	23	82	483	73	155	32	23	43	62	1721	80	107	412	230	23	671	599	180	186	88	23	33	10	97	158	25	167	158	149	466	109	159	626	288	96	97	184	156	81
